Equipment:2
Date:1
Shift:3
Type,Activity,TimeStart,Other
P,Activity1,0, 
S,Activity2,9, 
P,Activity3,18, 
P,Activity4,28, 
P,Activity5,36, 
P,Activity6,44, 
P,Activity7,52, 
S,Activity8,61, 
S,Activity9,70, 
P,Activity10,77, 
P,Activity11,86, 
S,Activity12,95, 
P,Activity13,105, 
P,Activity14,111, 
S,Activity15,122, 
S,Activity16,131, 
P,Activity17,138, 
P,Activity18,147, 
S,Activity19,156, 
P,Activity20,164, 
P,Activity21,175, 
S,Activity22,183, 
S,Activity23,190, 
S,Activity24,198, 
S,Activity25,205, 
P,Activity26,215, 
P,Activity27,221, 
P,Activity28,232, 
S,Activity29,242, 
P,Activity30,249, 
P,Activity31,260, 
S,Activity32,267, 
D,Activity33,273, 
D,Activity34,284, 
P,Activity35,291, 
P,Activity36,301, 
P,Activity37,308, 
P,Activity38,317, 
P,Activity39,323, 
P,Activity40,329, 
P,Activity41,338, 
P,Activity42,344, 
P,Activity43,355, 
P,Activity44,363, 
P,Activity45,373, 
P,Activity46,379, 
P,Activity47,390, 
S,Activity48,398, 
P,Activity49,408, 
P,Activity50,414, 
P,Activity51,420, 
P,Activity52,429, 
P,Activity53,436, 
D,Activity54,447, 
P,Activity55,457, 
P,Activity56,468, 
P,Activity57,475, 
P,Activity58,486, 
S,Activity59,497, 
S,Activity60,507, 
P,Activity61,517, 
P,Activity62,524, 
P,Activity63,532, 
P,Activity64,539, 
D,Activity65,545, 
P,Activity66,554, 
P,Activity67,563, 
P,Activity68,569, 
P,Activity69,576, 
S,Activity70,586, 
P,Activity71,593, 
D,Activity72,603, 
P,Activity73,613, 
P,Activity74,622, 
P,Activity75,631, 
S,Activity76,639, 
P,Activity77,647, 
P,Activity78,653, 
P,Activity79,660, 
S,Activity80,667, 
P,Activity81,675, 
S,Activity82,686, 
D,Activity83,694, 
S,Activity84,705, 
D,Activity85,713, 
P,Activity86,721, 
P,Activity87,729, 
S,Activity88,738, 
D,Activity89,747, 
S,Activity90,753, 
P,Activity91,761, 
P,Activity92,768, 
D,Activity93,775, 
S,Activity94,782, 
P,Activity95,791, 
S,Activity96,802, 
D,Activity97,811, 
P,Activity98,820, 
D,Activity99,829, 
P,Activity100,836, 
E,EndShift,858, 
