Equipment:1
Date:2017-2-13
Shift:3
Type,Activity,TimeStart,Other
S,Activity1,0, 
S,Activity2,6, 
P,Activity3,12, 
P,Activity4,21, 
P,Activity5,28, 
S,Activity6,37, 
P,Activity7,44, 
S,Activity8,52, 
S,Activity9,62, 
S,Activity10,72, 
S,Activity11,79, 
S,Activity12,86, 
P,Activity13,95, 
S,Activity14,103, 
P,Activity15,112, 
P,Activity16,123, 
P,Activity17,132, 
P,Activity18,139, 
S,Activity19,146, 
P,Activity20,156, 
P,Activity21,165, 
S,Activity22,176, 
P,Activity23,184, 
D,Activity24,193, 
P,Activity25,203, 
P,Activity26,209, 
P,Activity27,219, 
P,Activity28,227, 
S,Activity29,233, 
P,Activity30,239, 
D,Activity31,245, 
D,Activity32,252, 
P,Activity33,261, 
S,Activity34,271, 
P,Activity35,280, 
P,Activity36,287, 
S,Activity37,298, 
S,Activity38,306, 
P,Activity39,317, 
P,Activity40,325, 
P,Activity41,333, 
P,Activity42,343, 
P,Activity43,351, 
P,Activity44,358, 
P,Activity45,364, 
P,Activity46,371, 
P,Activity47,382, 
S,Activity48,392, 
D,Activity49,398, 
P,Activity50,409, 
D,Activity51,417, 
P,Activity52,423, 
P,Activity53,433, 
D,Activity54,442, 
S,Activity55,453, 
P,Activity56,461, 
S,Activity57,468, 
P,Activity58,475, 
S,Activity59,481, 
D,Activity60,487, 
P,Activity61,494, 
P,Activity62,501, 
P,Activity63,511, 
P,Activity64,521, 
P,Activity65,527, 
P,Activity66,534, 
P,Activity67,543, 
S,Activity68,551, 
S,Activity69,557, 
P,Activity70,563, 
P,Activity71,572, 
P,Activity72,583, 
S,Activity73,590, 
P,Activity74,596, 
P,Activity75,603, 
P,Activity76,611, 
P,Activity77,619, 
P,Activity78,625, 
D,Activity79,636, 
P,Activity80,642, 
S,Activity81,651, 
S,Activity82,659, 
S,Activity83,665, 
P,Activity84,674, 
D,Activity85,683, 
P,Activity86,691, 
D,Activity87,701, 
P,Activity88,709, 
P,Activity89,718, 
P,Activity90,728, 
S,Activity91,739, 
P,Activity92,750, 
D,Activity93,761, 
P,Activity94,770, 
S,Activity95,780, 
D,Activity96,788, 
S,Activity97,799, 
P,Activity98,807, 
S,Activity99,814, 
S,Activity100,821, 
E,EndShift,840, 
