Equipment:1
Date:2017-2-11
Shift:3
Type,Activity,TimeStart,Other
P,Activity1,0, 
P,Activity2,10, 
P,Activity3,20, 
S,Activity4,31, 
P,Activity5,38, 
S,Activity6,45, 
S,Activity7,51, 
P,Activity8,59, 
P,Activity9,68, 
P,Activity10,77, 
P,Activity11,85, 
S,Activity12,95, 
P,Activity13,106, 
D,Activity14,112, 
P,Activity15,122, 
P,Activity16,130, 
P,Activity17,141, 
P,Activity18,151, 
P,Activity19,157, 
P,Activity20,165, 
S,Activity21,173, 
S,Activity22,184, 
D,Activity23,194, 
D,Activity24,201, 
P,Activity25,212, 
S,Activity26,221, 
S,Activity27,227, 
P,Activity28,238, 
S,Activity29,247, 
P,Activity30,253, 
P,Activity31,259, 
P,Activity32,265, 
P,Activity33,275, 
P,Activity34,286, 
P,Activity35,292, 
S,Activity36,299, 
P,Activity37,305, 
P,Activity38,316, 
P,Activity39,324, 
S,Activity40,334, 
P,Activity41,340, 
P,Activity42,346, 
S,Activity43,357, 
D,Activity44,364, 
P,Activity45,374, 
P,Activity46,384, 
P,Activity47,392, 
P,Activity48,402, 
P,Activity49,413, 
P,Activity50,423, 
P,Activity51,430, 
P,Activity52,440, 
S,Activity53,448, 
P,Activity54,458, 
S,Activity55,467, 
P,Activity56,474, 
S,Activity57,481, 
D,Activity58,488, 
P,Activity59,496, 
S,Activity60,505, 
S,Activity61,511, 
P,Activity62,520, 
P,Activity63,526, 
S,Activity64,534, 
P,Activity65,542, 
P,Activity66,553, 
P,Activity67,562, 
P,Activity68,570, 
D,Activity69,576, 
S,Activity70,585, 
P,Activity71,593, 
D,Activity72,599, 
S,Activity73,605, 
P,Activity74,611, 
P,Activity75,621, 
S,Activity76,631, 
P,Activity77,639, 
P,Activity78,649, 
S,Activity79,655, 
D,Activity80,662, 
S,Activity81,672, 
P,Activity82,682, 
S,Activity83,688, 
P,Activity84,699, 
P,Activity85,706, 
P,Activity86,714, 
D,Activity87,723, 
P,Activity88,732, 
P,Activity89,740, 
P,Activity90,751, 
P,Activity91,757, 
S,Activity92,765, 
S,Activity93,774, 
S,Activity94,782, 
P,Activity95,788, 
P,Activity96,799, 
S,Activity97,806, 
P,Activity98,816, 
P,Activity99,826, 
P,Activity100,833, 
E,EndShift,846, 
