Equipment:3
Date:4
Shift:2
Type,Activity,TimeStart,Other
P,Activity1,0, 
P,Activity2,8, 
S,Activity3,15, 
P,Activity4,24, 
P,Activity5,31, 
P,Activity6,39, 
P,Activity7,46, 
S,Activity8,56, 
P,Activity9,67, 
D,Activity10,76, 
P,Activity11,87, 
P,Activity12,94, 
S,Activity13,102, 
P,Activity14,110, 
P,Activity15,116, 
D,Activity16,126, 
P,Activity17,136, 
P,Activity18,146, 
P,Activity19,157, 
P,Activity20,167, 
S,Activity21,175, 
P,Activity22,183, 
S,Activity23,189, 
P,Activity24,195, 
P,Activity25,203, 
S,Activity26,210, 
D,Activity27,217, 
S,Activity28,227, 
P,Activity29,234, 
P,Activity30,244, 
S,Activity31,255, 
P,Activity32,262, 
P,Activity33,272, 
S,Activity34,281, 
P,Activity35,290, 
P,Activity36,301, 
P,Activity37,309, 
S,Activity38,317, 
P,Activity39,328, 
S,Activity40,335, 
P,Activity41,343, 
P,Activity42,349, 
P,Activity43,358, 
P,Activity44,364, 
P,Activity45,375, 
P,Activity46,385, 
D,Activity47,393, 
P,Activity48,402, 
P,Activity49,409, 
P,Activity50,417, 
P,Activity51,425, 
P,Activity52,435, 
S,Activity53,441, 
S,Activity54,452, 
S,Activity55,460, 
S,Activity56,468, 
S,Activity57,478, 
P,Activity58,484, 
P,Activity59,494, 
S,Activity60,502, 
S,Activity61,510, 
D,Activity62,520, 
P,Activity63,526, 
P,Activity64,533, 
P,Activity65,541, 
P,Activity66,547, 
S,Activity67,553, 
D,Activity68,561, 
P,Activity69,572, 
P,Activity70,583, 
P,Activity71,589, 
P,Activity72,597, 
S,Activity73,604, 
P,Activity74,610, 
D,Activity75,617, 
P,Activity76,628, 
P,Activity77,636, 
S,Activity78,646, 
S,Activity79,654, 
P,Activity80,661, 
P,Activity81,669, 
S,Activity82,680, 
P,Activity83,690, 
P,Activity84,697, 
P,Activity85,705, 
P,Activity86,715, 
S,Activity87,724, 
P,Activity88,730, 
D,Activity89,739, 
S,Activity90,745, 
P,Activity91,754, 
S,Activity92,765, 
P,Activity93,776, 
P,Activity94,784, 
P,Activity95,792, 
S,Activity96,802, 
P,Activity97,808, 
P,Activity98,814, 
D,Activity99,824, 
P,Activity100,835, 
E,EndShift,843, 
