Equipment:1
Date:2017-2-9
Shift:1
Type,Activity,TimeStart,Other
P,Activity1,0, 
D,Activity2,6, 
P,Activity3,17, 
P,Activity4,28, 
S,Activity5,39, 
S,Activity6,47, 
P,Activity7,58, 
D,Activity8,68, 
S,Activity9,75, 
P,Activity10,86, 
D,Activity11,94, 
S,Activity12,101, 
P,Activity13,110, 
S,Activity14,120, 
P,Activity15,128, 
D,Activity16,137, 
P,Activity17,147, 
S,Activity18,158, 
P,Activity19,165, 
P,Activity20,172, 
P,Activity21,180, 
D,Activity22,188, 
D,Activity23,198, 
S,Activity24,204, 
P,Activity25,212, 
P,Activity26,221, 
D,Activity27,232, 
P,Activity28,243, 
P,Activity29,252, 
S,Activity30,263, 
S,Activity31,274, 
D,Activity32,283, 
P,Activity33,294, 
P,Activity34,301, 
P,Activity35,309, 
D,Activity36,320, 
P,Activity37,331, 
P,Activity38,341, 
P,Activity39,350, 
D,Activity40,357, 
P,Activity41,364, 
S,Activity42,375, 
S,Activity43,384, 
S,Activity44,394, 
P,Activity45,402, 
P,Activity46,411, 
P,Activity47,420, 
P,Activity48,430, 
P,Activity49,441, 
S,Activity50,448, 
S,Activity51,458, 
D,Activity52,464, 
S,Activity53,472, 
P,Activity54,478, 
P,Activity55,488, 
P,Activity56,496, 
P,Activity57,504, 
S,Activity58,513, 
S,Activity59,524, 
P,Activity60,532, 
P,Activity61,539, 
S,Activity62,549, 
P,Activity63,560, 
P,Activity64,568, 
S,Activity65,575, 
P,Activity66,582, 
P,Activity67,589, 
P,Activity68,595, 
D,Activity69,603, 
S,Activity70,612, 
P,Activity71,623, 
P,Activity72,633, 
S,Activity73,639, 
P,Activity74,647, 
P,Activity75,653, 
P,Activity76,659, 
P,Activity77,666, 
P,Activity78,675, 
P,Activity79,684, 
S,Activity80,695, 
D,Activity81,701, 
P,Activity82,712, 
P,Activity83,720, 
D,Activity84,728, 
P,Activity85,735, 
P,Activity86,741, 
S,Activity87,747, 
P,Activity88,754, 
P,Activity89,760, 
P,Activity90,771, 
S,Activity91,777, 
D,Activity92,788, 
P,Activity93,796, 
P,Activity94,807, 
P,Activity95,813, 
S,Activity96,819, 
P,Activity97,825, 
S,Activity98,835, 
S,Activity99,845, 
S,Activity100,852, 
E,EndShift,860, 
