Equipment:3
Date:3
Shift:2
Type,Activity,TimeStart,Other
S,Activity1,0, 
S,Activity2,7, 
P,Activity3,14, 
S,Activity4,20, 
S,Activity5,26, 
D,Activity6,35, 
P,Activity7,41, 
P,Activity8,51, 
P,Activity9,57, 
P,Activity10,66, 
S,Activity11,75, 
S,Activity12,86, 
P,Activity13,94, 
P,Activity14,104, 
P,Activity15,114, 
P,Activity16,121, 
P,Activity17,129, 
S,Activity18,138, 
P,Activity19,145, 
P,Activity20,155, 
S,Activity21,163, 
S,Activity22,173, 
P,Activity23,182, 
P,Activity24,193, 
D,Activity25,201, 
D,Activity26,212, 
P,Activity27,222, 
P,Activity28,228, 
S,Activity29,235, 
P,Activity30,244, 
P,Activity31,254, 
P,Activity32,262, 
P,Activity33,270, 
P,Activity34,278, 
P,Activity35,289, 
S,Activity36,299, 
P,Activity37,310, 
D,Activity38,318, 
P,Activity39,329, 
S,Activity40,335, 
D,Activity41,342, 
P,Activity42,348, 
S,Activity43,354, 
P,Activity44,360, 
P,Activity45,369, 
P,Activity46,376, 
P,Activity47,383, 
S,Activity48,390, 
P,Activity49,396, 
P,Activity50,404, 
P,Activity51,415, 
D,Activity52,422, 
S,Activity53,433, 
S,Activity54,442, 
P,Activity55,448, 
P,Activity56,456, 
S,Activity57,463, 
P,Activity58,471, 
P,Activity59,482, 
P,Activity60,492, 
P,Activity61,501, 
P,Activity62,512, 
P,Activity63,518, 
S,Activity64,526, 
S,Activity65,535, 
D,Activity66,544, 
S,Activity67,550, 
P,Activity68,559, 
S,Activity69,568, 
P,Activity70,577, 
P,Activity71,583, 
P,Activity72,590, 
P,Activity73,598, 
P,Activity74,606, 
P,Activity75,616, 
P,Activity76,627, 
P,Activity77,634, 
P,Activity78,640, 
P,Activity79,649, 
S,Activity80,656, 
S,Activity81,663, 
P,Activity82,673, 
P,Activity83,682, 
P,Activity84,688, 
D,Activity85,698, 
P,Activity86,708, 
P,Activity87,714, 
P,Activity88,721, 
S,Activity89,729, 
P,Activity90,738, 
S,Activity91,747, 
P,Activity92,754, 
S,Activity93,760, 
S,Activity94,769, 
P,Activity95,778, 
P,Activity96,788, 
P,Activity97,795, 
S,Activity98,802, 
P,Activity99,810, 
D,Activity100,816, 
E,EndShift,824, 
