Equipment:3
Date:2017-2-10
Shift:2
Type,Activity,TimeStart,Other
D,Activity1,0, 
P,Activity2,7, 
S,Activity3,17, 
S,Activity4,27, 
P,Activity5,36, 
P,Activity6,42, 
P,Activity7,52, 
P,Activity8,61, 
P,Activity9,67, 
S,Activity10,78, 
P,Activity11,85, 
S,Activity12,93, 
S,Activity13,102, 
P,Activity14,111, 
P,Activity15,120, 
P,Activity16,131, 
P,Activity17,139, 
P,Activity18,150, 
P,Activity19,156, 
S,Activity20,166, 
S,Activity21,172, 
P,Activity22,183, 
D,Activity23,191, 
D,Activity24,202, 
P,Activity25,209, 
P,Activity26,217, 
S,Activity27,223, 
S,Activity28,230, 
S,Activity29,236, 
S,Activity30,244, 
P,Activity31,251, 
P,Activity32,262, 
S,Activity33,270, 
P,Activity34,277, 
P,Activity35,284, 
P,Activity36,290, 
P,Activity37,299, 
P,Activity38,305, 
P,Activity39,315, 
P,Activity40,323, 
D,Activity41,334, 
P,Activity42,340, 
S,Activity43,347, 
D,Activity44,357, 
S,Activity45,368, 
S,Activity46,379, 
S,Activity47,390, 
S,Activity48,397, 
S,Activity49,407, 
P,Activity50,418, 
P,Activity51,429, 
P,Activity52,435, 
P,Activity53,445, 
S,Activity54,452, 
P,Activity55,463, 
S,Activity56,473, 
P,Activity57,481, 
P,Activity58,487, 
P,Activity59,493, 
P,Activity60,500, 
S,Activity61,508, 
P,Activity62,517, 
P,Activity63,524, 
S,Activity64,531, 
P,Activity65,539, 
P,Activity66,546, 
S,Activity67,552, 
P,Activity68,561, 
P,Activity69,570, 
P,Activity70,578, 
S,Activity71,588, 
P,Activity72,597, 
S,Activity73,607, 
P,Activity74,617, 
S,Activity75,627, 
D,Activity76,633, 
P,Activity77,644, 
P,Activity78,651, 
D,Activity79,657, 
P,Activity80,667, 
S,Activity81,673, 
P,Activity82,683, 
P,Activity83,691, 
S,Activity84,698, 
P,Activity85,704, 
S,Activity86,715, 
P,Activity87,724, 
D,Activity88,733, 
S,Activity89,742, 
P,Activity90,753, 
P,Activity91,764, 
P,Activity92,770, 
P,Activity93,778, 
P,Activity94,786, 
P,Activity95,795, 
P,Activity96,803, 
P,Activity97,813, 
P,Activity98,821, 
P,Activity99,827, 
P,Activity100,837, 
E,EndShift,851, 
