Equipment:2
Date:4
Shift:2
Type,Activity,TimeStart,Other
P,Activity1,0, 
P,Activity2,6, 
P,Activity3,17, 
D,Activity4,26, 
D,Activity5,36, 
D,Activity6,46, 
P,Activity7,53, 
P,Activity8,63, 
S,Activity9,72, 
D,Activity10,79, 
P,Activity11,85, 
S,Activity12,92, 
P,Activity13,100, 
P,Activity14,111, 
S,Activity15,117, 
P,Activity16,128, 
D,Activity17,134, 
P,Activity18,144, 
P,Activity19,155, 
D,Activity20,165, 
P,Activity21,172, 
S,Activity22,179, 
P,Activity23,189, 
P,Activity24,198, 
P,Activity25,204, 
S,Activity26,214, 
P,Activity27,223, 
P,Activity28,231, 
S,Activity29,238, 
P,Activity30,247, 
P,Activity31,258, 
S,Activity32,266, 
P,Activity33,275, 
P,Activity34,283, 
P,Activity35,294, 
S,Activity36,300, 
P,Activity37,311, 
S,Activity38,318, 
P,Activity39,326, 
P,Activity40,337, 
S,Activity41,346, 
S,Activity42,354, 
P,Activity43,361, 
S,Activity44,367, 
D,Activity45,378, 
D,Activity46,384, 
D,Activity47,394, 
S,Activity48,403, 
P,Activity49,412, 
S,Activity50,419, 
P,Activity51,429, 
P,Activity52,439, 
P,Activity53,445, 
S,Activity54,452, 
S,Activity55,463, 
D,Activity56,474, 
S,Activity57,483, 
P,Activity58,494, 
P,Activity59,503, 
P,Activity60,509, 
P,Activity61,518, 
P,Activity62,525, 
P,Activity63,532, 
S,Activity64,542, 
P,Activity65,550, 
P,Activity66,559, 
P,Activity67,567, 
D,Activity68,577, 
S,Activity69,584, 
S,Activity70,595, 
P,Activity71,605, 
P,Activity72,616, 
P,Activity73,625, 
P,Activity74,636, 
D,Activity75,642, 
S,Activity76,653, 
P,Activity77,662, 
P,Activity78,671, 
S,Activity79,681, 
P,Activity80,691, 
P,Activity81,701, 
S,Activity82,709, 
P,Activity83,716, 
S,Activity84,722, 
S,Activity85,729, 
D,Activity86,736, 
S,Activity87,743, 
D,Activity88,752, 
P,Activity89,758, 
P,Activity90,764, 
D,Activity91,774, 
P,Activity92,783, 
S,Activity93,789, 
S,Activity94,798, 
P,Activity95,805, 
S,Activity96,814, 
P,Activity97,825, 
P,Activity98,836, 
D,Activity99,843, 
P,Activity100,852, 
E,EndShift,861, 
