Equipment:2
Date:1
Shift:2
Type,Activity,TimeStart,Other
P,Activity1,0, 
D,Activity2,10, 
P,Activity3,20, 
D,Activity4,28, 
S,Activity5,39, 
P,Activity6,46, 
P,Activity7,53, 
S,Activity8,61, 
P,Activity9,69, 
D,Activity10,77, 
P,Activity11,88, 
S,Activity12,96, 
D,Activity13,107, 
S,Activity14,115, 
P,Activity15,121, 
P,Activity16,128, 
S,Activity17,135, 
S,Activity18,143, 
S,Activity19,151, 
D,Activity20,162, 
P,Activity21,172, 
P,Activity22,183, 
S,Activity23,193, 
P,Activity24,204, 
D,Activity25,211, 
P,Activity26,220, 
P,Activity27,227, 
P,Activity28,238, 
S,Activity29,246, 
S,Activity30,254, 
S,Activity31,262, 
S,Activity32,268, 
D,Activity33,275, 
P,Activity34,286, 
S,Activity35,295, 
D,Activity36,304, 
P,Activity37,311, 
S,Activity38,318, 
P,Activity39,325, 
P,Activity40,333, 
P,Activity41,341, 
S,Activity42,348, 
P,Activity43,355, 
P,Activity44,362, 
P,Activity45,368, 
P,Activity46,379, 
D,Activity47,386, 
P,Activity48,394, 
P,Activity49,403, 
P,Activity50,412, 
P,Activity51,421, 
P,Activity52,431, 
S,Activity53,441, 
S,Activity54,451, 
P,Activity55,457, 
P,Activity56,467, 
P,Activity57,478, 
P,Activity58,487, 
P,Activity59,497, 
P,Activity60,505, 
P,Activity61,512, 
P,Activity62,522, 
P,Activity63,532, 
D,Activity64,542, 
P,Activity65,550, 
P,Activity66,559, 
S,Activity67,565, 
P,Activity68,572, 
P,Activity69,581, 
S,Activity70,587, 
P,Activity71,598, 
S,Activity72,609, 
P,Activity73,619, 
P,Activity74,629, 
S,Activity75,636, 
S,Activity76,646, 
P,Activity77,654, 
P,Activity78,660, 
S,Activity79,668, 
D,Activity80,677, 
P,Activity81,684, 
P,Activity82,692, 
P,Activity83,701, 
P,Activity84,711, 
P,Activity85,718, 
P,Activity86,727, 
P,Activity87,734, 
S,Activity88,740, 
P,Activity89,749, 
P,Activity90,756, 
P,Activity91,763, 
P,Activity92,770, 
P,Activity93,780, 
S,Activity94,791, 
P,Activity95,801, 
P,Activity96,810, 
P,Activity97,817, 
D,Activity98,827, 
P,Activity99,837, 
P,Activity100,845, 
E,EndShift,866, 
