Equipment:1
Date:2017-2-10
Shift:2
Type,Activity,TimeStart,Other
P,Activity1,0, 
P,Activity2,11, 
P,Activity3,21, 
P,Activity4,31, 
S,Activity5,38, 
S,Activity6,49, 
D,Activity7,59, 
P,Activity8,68, 
S,Activity9,79, 
P,Activity10,89, 
P,Activity11,96, 
P,Activity12,107, 
P,Activity13,114, 
P,Activity14,121, 
S,Activity15,132, 
P,Activity16,141, 
P,Activity17,147, 
S,Activity18,156, 
S,Activity19,162, 
D,Activity20,171, 
S,Activity21,182, 
S,Activity22,188, 
P,Activity23,198, 
P,Activity24,208, 
P,Activity25,217, 
P,Activity26,228, 
P,Activity27,236, 
S,Activity28,247, 
P,Activity29,258, 
P,Activity30,265, 
P,Activity31,271, 
P,Activity32,282, 
S,Activity33,290, 
P,Activity34,298, 
P,Activity35,307, 
P,Activity36,317, 
S,Activity37,323, 
P,Activity38,330, 
P,Activity39,337, 
P,Activity40,343, 
P,Activity41,353, 
P,Activity42,361, 
P,Activity43,369, 
D,Activity44,380, 
P,Activity45,387, 
P,Activity46,394, 
S,Activity47,403, 
S,Activity48,412, 
P,Activity49,423, 
S,Activity50,434, 
P,Activity51,440, 
P,Activity52,447, 
P,Activity53,458, 
D,Activity54,468, 
P,Activity55,474, 
P,Activity56,481, 
S,Activity57,491, 
D,Activity58,502, 
P,Activity59,511, 
P,Activity60,521, 
S,Activity61,532, 
P,Activity62,542, 
P,Activity63,551, 
P,Activity64,557, 
S,Activity65,565, 
S,Activity66,575, 
P,Activity67,586, 
P,Activity68,594, 
P,Activity69,603, 
P,Activity70,613, 
P,Activity71,624, 
P,Activity72,630, 
S,Activity73,641, 
P,Activity74,647, 
S,Activity75,657, 
P,Activity76,665, 
P,Activity77,671, 
S,Activity78,681, 
D,Activity79,687, 
P,Activity80,695, 
P,Activity81,702, 
P,Activity82,708, 
S,Activity83,716, 
P,Activity84,726, 
P,Activity85,737, 
P,Activity86,745, 
S,Activity87,755, 
S,Activity88,764, 
S,Activity89,774, 
P,Activity90,785, 
P,Activity91,794, 
P,Activity92,805, 
P,Activity93,813, 
P,Activity94,821, 
P,Activity95,832, 
S,Activity96,843, 
D,Activity97,851, 
S,Activity98,861, 
P,Activity99,871, 
S,Activity100,881, 
E,EndShift,887, 
