Equipment:1
Date:3
Shift:3
Type,Activity,TimeStart,Other
S,Activity1,0, 
P,Activity2,7, 
S,Activity3,13, 
P,Activity4,19, 
P,Activity5,26, 
P,Activity6,37, 
P,Activity7,47, 
P,Activity8,56, 
P,Activity9,64, 
P,Activity10,70, 
P,Activity11,81, 
P,Activity12,91, 
P,Activity13,102, 
D,Activity14,112, 
S,Activity15,121, 
P,Activity16,127, 
P,Activity17,138, 
P,Activity18,147, 
S,Activity19,154, 
D,Activity20,165, 
D,Activity21,173, 
D,Activity22,180, 
P,Activity23,187, 
P,Activity24,194, 
P,Activity25,200, 
P,Activity26,208, 
P,Activity27,214, 
P,Activity28,223, 
P,Activity29,234, 
P,Activity30,245, 
P,Activity31,251, 
P,Activity32,257, 
S,Activity33,268, 
P,Activity34,276, 
P,Activity35,287, 
P,Activity36,294, 
S,Activity37,303, 
S,Activity38,314, 
D,Activity39,325, 
P,Activity40,333, 
S,Activity41,344, 
D,Activity42,351, 
P,Activity43,357, 
P,Activity44,364, 
D,Activity45,373, 
S,Activity46,379, 
P,Activity47,389, 
P,Activity48,397, 
P,Activity49,403, 
P,Activity50,412, 
P,Activity51,423, 
D,Activity52,433, 
D,Activity53,440, 
S,Activity54,450, 
P,Activity55,456, 
S,Activity56,464, 
P,Activity57,470, 
P,Activity58,479, 
S,Activity59,489, 
P,Activity60,500, 
P,Activity61,506, 
S,Activity62,516, 
S,Activity63,524, 
D,Activity64,535, 
P,Activity65,545, 
S,Activity66,554, 
P,Activity67,561, 
D,Activity68,567, 
S,Activity69,573, 
S,Activity70,583, 
S,Activity71,594, 
P,Activity72,601, 
P,Activity73,612, 
S,Activity74,623, 
P,Activity75,629, 
S,Activity76,638, 
P,Activity77,644, 
P,Activity78,650, 
D,Activity79,658, 
P,Activity80,665, 
D,Activity81,676, 
P,Activity82,687, 
P,Activity83,697, 
S,Activity84,706, 
S,Activity85,713, 
P,Activity86,719, 
D,Activity87,726, 
D,Activity88,737, 
D,Activity89,745, 
D,Activity90,755, 
P,Activity91,765, 
S,Activity92,776, 
P,Activity93,787, 
P,Activity94,796, 
P,Activity95,804, 
D,Activity96,813, 
P,Activity97,819, 
S,Activity98,828, 
P,Activity99,835, 
S,Activity100,843, 
E,EndShift,860, 
