Equipment:2
Date:4
Shift:1
Type,Activity,TimeStart,Other
S,Activity1,0, 
D,Activity2,11, 
P,Activity3,18, 
S,Activity4,27, 
S,Activity5,37, 
S,Activity6,43, 
S,Activity7,53, 
P,Activity8,62, 
P,Activity9,70, 
P,Activity10,81, 
P,Activity11,90, 
S,Activity12,96, 
P,Activity13,103, 
S,Activity14,111, 
P,Activity15,121, 
S,Activity16,129, 
S,Activity17,140, 
P,Activity18,151, 
P,Activity19,160, 
P,Activity20,169, 
P,Activity21,176, 
S,Activity22,186, 
P,Activity23,193, 
P,Activity24,204, 
D,Activity25,212, 
P,Activity26,222, 
P,Activity27,232, 
P,Activity28,242, 
P,Activity29,253, 
S,Activity30,260, 
S,Activity31,268, 
D,Activity32,274, 
P,Activity33,280, 
S,Activity34,287, 
P,Activity35,296, 
S,Activity36,307, 
P,Activity37,318, 
S,Activity38,324, 
P,Activity39,334, 
P,Activity40,341, 
P,Activity41,347, 
P,Activity42,358, 
D,Activity43,367, 
P,Activity44,374, 
S,Activity45,383, 
S,Activity46,389, 
S,Activity47,395, 
P,Activity48,406, 
D,Activity49,415, 
P,Activity50,423, 
P,Activity51,434, 
S,Activity52,443, 
S,Activity53,453, 
P,Activity54,462, 
P,Activity55,472, 
P,Activity56,482, 
P,Activity57,493, 
D,Activity58,504, 
S,Activity59,511, 
S,Activity60,521, 
S,Activity61,529, 
P,Activity62,538, 
P,Activity63,547, 
S,Activity64,553, 
P,Activity65,561, 
S,Activity66,571, 
P,Activity67,582, 
P,Activity68,588, 
S,Activity69,599, 
P,Activity70,607, 
D,Activity71,617, 
P,Activity72,623, 
P,Activity73,633, 
P,Activity74,639, 
D,Activity75,647, 
S,Activity76,658, 
P,Activity77,669, 
S,Activity78,676, 
P,Activity79,682, 
S,Activity80,691, 
P,Activity81,697, 
P,Activity82,703, 
P,Activity83,713, 
P,Activity84,721, 
S,Activity85,730, 
S,Activity86,736, 
S,Activity87,747, 
P,Activity88,756, 
P,Activity89,765, 
S,Activity90,776, 
P,Activity91,786, 
S,Activity92,797, 
S,Activity93,808, 
S,Activity94,816, 
D,Activity95,827, 
P,Activity96,834, 
P,Activity97,841, 
S,Activity98,852, 
P,Activity99,859, 
P,Activity100,865, 
E,EndShift,875, 
