Equipment:1
Date:2017-2-15
Shift:1
Type,Activity,TimeStart,Other
P,Activity1,0, 
S,Activity2,10, 
S,Activity3,18, 
P,Activity4,27, 
P,Activity5,35, 
P,Activity6,46, 
P,Activity7,54, 
P,Activity8,65, 
P,Activity9,73, 
P,Activity10,84, 
P,Activity11,95, 
P,Activity12,102, 
S,Activity13,112, 
P,Activity14,119, 
P,Activity15,125, 
S,Activity16,135, 
S,Activity17,146, 
P,Activity18,156, 
D,Activity19,163, 
D,Activity20,171, 
D,Activity21,181, 
D,Activity22,189, 
P,Activity23,198, 
D,Activity24,204, 
P,Activity25,214, 
S,Activity26,223, 
D,Activity27,232, 
D,Activity28,239, 
S,Activity29,247, 
S,Activity30,253, 
P,Activity31,260, 
P,Activity32,266, 
D,Activity33,272, 
P,Activity34,278, 
S,Activity35,288, 
S,Activity36,294, 
P,Activity37,304, 
P,Activity38,311, 
S,Activity39,318, 
S,Activity40,326, 
D,Activity41,335, 
S,Activity42,342, 
P,Activity43,351, 
P,Activity44,359, 
P,Activity45,367, 
S,Activity46,375, 
P,Activity47,381, 
S,Activity48,391, 
D,Activity49,402, 
P,Activity50,410, 
P,Activity51,420, 
P,Activity52,431, 
P,Activity53,440, 
P,Activity54,448, 
S,Activity55,455, 
S,Activity56,463, 
P,Activity57,471, 
P,Activity58,482, 
P,Activity59,493, 
S,Activity60,504, 
S,Activity61,512, 
D,Activity62,520, 
P,Activity63,529, 
D,Activity64,539, 
P,Activity65,545, 
P,Activity66,551, 
P,Activity67,557, 
P,Activity68,564, 
P,Activity69,575, 
P,Activity70,581, 
S,Activity71,588, 
P,Activity72,598, 
P,Activity73,608, 
P,Activity74,615, 
D,Activity75,626, 
P,Activity76,637, 
S,Activity77,643, 
P,Activity78,650, 
P,Activity79,657, 
P,Activity80,666, 
P,Activity81,675, 
P,Activity82,683, 
P,Activity83,689, 
S,Activity84,698, 
P,Activity85,709, 
P,Activity86,718, 
S,Activity87,727, 
S,Activity88,733, 
P,Activity89,741, 
S,Activity90,750, 
P,Activity91,758, 
P,Activity92,767, 
S,Activity93,777, 
P,Activity94,786, 
P,Activity95,796, 
S,Activity96,803, 
P,Activity97,810, 
P,Activity98,816, 
P,Activity99,827, 
P,Activity100,836, 
E,EndShift,852, 
