Equipment:3
Date:2017-2-9
Shift:2
Type,Activity,TimeStart,Other
P,Activity1,0, 
P,Activity2,10, 
S,Activity3,18, 
S,Activity4,28, 
P,Activity5,38, 
P,Activity6,45, 
D,Activity7,54, 
P,Activity8,64, 
P,Activity9,74, 
P,Activity10,85, 
S,Activity11,91, 
P,Activity12,101, 
P,Activity13,107, 
P,Activity14,114, 
P,Activity15,121, 
P,Activity16,129, 
P,Activity17,136, 
P,Activity18,145, 
S,Activity19,155, 
P,Activity20,166, 
S,Activity21,172, 
S,Activity22,180, 
S,Activity23,187, 
S,Activity24,194, 
S,Activity25,202, 
S,Activity26,212, 
S,Activity27,218, 
P,Activity28,226, 
P,Activity29,236, 
P,Activity30,247, 
D,Activity31,256, 
P,Activity32,262, 
P,Activity33,269, 
S,Activity34,280, 
S,Activity35,288, 
P,Activity36,299, 
D,Activity37,310, 
D,Activity38,320, 
P,Activity39,327, 
P,Activity40,338, 
P,Activity41,349, 
D,Activity42,356, 
P,Activity43,363, 
P,Activity44,371, 
S,Activity45,377, 
P,Activity46,387, 
P,Activity47,397, 
P,Activity48,405, 
S,Activity49,413, 
P,Activity50,424, 
P,Activity51,434, 
P,Activity52,444, 
P,Activity53,451, 
D,Activity54,461, 
P,Activity55,470, 
P,Activity56,481, 
P,Activity57,490, 
P,Activity58,499, 
S,Activity59,505, 
S,Activity60,513, 
S,Activity61,519, 
P,Activity62,525, 
S,Activity63,533, 
S,Activity64,542, 
S,Activity65,550, 
P,Activity66,557, 
P,Activity67,568, 
P,Activity68,574, 
P,Activity69,580, 
S,Activity70,590, 
D,Activity71,596, 
P,Activity72,607, 
P,Activity73,617, 
P,Activity74,628, 
D,Activity75,635, 
P,Activity76,645, 
P,Activity77,652, 
S,Activity78,661, 
S,Activity79,670, 
S,Activity80,677, 
P,Activity81,684, 
D,Activity82,694, 
S,Activity83,702, 
S,Activity84,712, 
D,Activity85,720, 
D,Activity86,727, 
P,Activity87,737, 
S,Activity88,745, 
P,Activity89,753, 
S,Activity90,761, 
P,Activity91,767, 
S,Activity92,777, 
S,Activity93,786, 
P,Activity94,793, 
P,Activity95,801, 
P,Activity96,812, 
P,Activity97,823, 
P,Activity98,832, 
P,Activity99,839, 
P,Activity100,848, 
E,EndShift,865, 
