Equipment:1
Date:2
Shift:3
Type,Activity,TimeStart,Other
S,Activity1,0, 
P,Activity2,6, 
P,Activity3,12, 
P,Activity4,19, 
P,Activity5,25, 
P,Activity6,32, 
P,Activity7,40, 
P,Activity8,51, 
P,Activity9,62, 
P,Activity10,73, 
S,Activity11,83, 
P,Activity12,93, 
P,Activity13,101, 
P,Activity14,111, 
P,Activity15,119, 
D,Activity16,125, 
P,Activity17,136, 
P,Activity18,147, 
P,Activity19,155, 
P,Activity20,166, 
P,Activity21,176, 
D,Activity22,184, 
S,Activity23,195, 
P,Activity24,202, 
P,Activity25,212, 
P,Activity26,223, 
P,Activity27,234, 
D,Activity28,241, 
S,Activity29,252, 
S,Activity30,259, 
P,Activity31,268, 
P,Activity32,277, 
S,Activity33,286, 
P,Activity34,296, 
P,Activity35,306, 
P,Activity36,313, 
P,Activity37,323, 
S,Activity38,330, 
P,Activity39,336, 
S,Activity40,346, 
D,Activity41,354, 
P,Activity42,364, 
P,Activity43,372, 
P,Activity44,380, 
P,Activity45,387, 
P,Activity46,395, 
P,Activity47,403, 
P,Activity48,409, 
P,Activity49,419, 
P,Activity50,430, 
S,Activity51,438, 
P,Activity52,445, 
D,Activity53,451, 
P,Activity54,462, 
P,Activity55,473, 
P,Activity56,483, 
S,Activity57,490, 
P,Activity58,499, 
P,Activity59,508, 
P,Activity60,517, 
P,Activity61,527, 
P,Activity62,538, 
P,Activity63,548, 
D,Activity64,559, 
P,Activity65,565, 
P,Activity66,576, 
S,Activity67,582, 
S,Activity68,592, 
P,Activity69,601, 
D,Activity70,612, 
D,Activity71,622, 
P,Activity72,632, 
S,Activity73,641, 
P,Activity74,650, 
S,Activity75,658, 
D,Activity76,669, 
P,Activity77,675, 
P,Activity78,681, 
P,Activity79,689, 
P,Activity80,700, 
P,Activity81,710, 
S,Activity82,716, 
S,Activity83,724, 
S,Activity84,732, 
P,Activity85,738, 
S,Activity86,745, 
P,Activity87,751, 
P,Activity88,761, 
S,Activity89,771, 
S,Activity90,778, 
P,Activity91,788, 
P,Activity92,796, 
P,Activity93,804, 
S,Activity94,812, 
P,Activity95,820, 
P,Activity96,830, 
P,Activity97,841, 
P,Activity98,850, 
P,Activity99,859, 
D,Activity100,865, 
E,EndShift,875, 
