Equipment:1
Date:2017-2-16
Shift:1
Type,Activity,TimeStart,Other
P,Activity1,0, 
S,Activity2,7, 
P,Activity3,16, 
S,Activity4,27, 
P,Activity5,36, 
S,Activity6,47, 
P,Activity7,58, 
P,Activity8,65, 
S,Activity9,75, 
P,Activity10,81, 
P,Activity11,87, 
D,Activity12,94, 
P,Activity13,100, 
P,Activity14,110, 
P,Activity15,117, 
D,Activity16,127, 
P,Activity17,137, 
P,Activity18,146, 
P,Activity19,156, 
D,Activity20,164, 
P,Activity21,173, 
P,Activity22,182, 
S,Activity23,191, 
P,Activity24,200, 
P,Activity25,210, 
D,Activity26,220, 
S,Activity27,229, 
D,Activity28,239, 
P,Activity29,246, 
P,Activity30,257, 
P,Activity31,266, 
D,Activity32,273, 
P,Activity33,282, 
P,Activity34,288, 
P,Activity35,296, 
S,Activity36,303, 
P,Activity37,314, 
P,Activity38,322, 
P,Activity39,331, 
P,Activity40,337, 
S,Activity41,346, 
D,Activity42,352, 
P,Activity43,360, 
P,Activity44,367, 
P,Activity45,376, 
P,Activity46,387, 
P,Activity47,397, 
S,Activity48,406, 
P,Activity49,414, 
P,Activity50,422, 
P,Activity51,428, 
S,Activity52,438, 
P,Activity53,446, 
P,Activity54,452, 
P,Activity55,459, 
P,Activity56,470, 
P,Activity57,479, 
S,Activity58,488, 
P,Activity59,499, 
P,Activity60,510, 
S,Activity61,516, 
S,Activity62,523, 
S,Activity63,529, 
S,Activity64,537, 
P,Activity65,546, 
P,Activity66,553, 
P,Activity67,561, 
P,Activity68,569, 
P,Activity69,580, 
P,Activity70,588, 
S,Activity71,599, 
P,Activity72,605, 
S,Activity73,611, 
P,Activity74,620, 
S,Activity75,627, 
D,Activity76,635, 
P,Activity77,643, 
D,Activity78,652, 
P,Activity79,661, 
S,Activity80,670, 
S,Activity81,680, 
S,Activity82,686, 
S,Activity83,694, 
S,Activity84,702, 
P,Activity85,710, 
P,Activity86,719, 
P,Activity87,729, 
P,Activity88,736, 
S,Activity89,746, 
S,Activity90,755, 
P,Activity91,763, 
P,Activity92,769, 
S,Activity93,775, 
P,Activity94,785, 
S,Activity95,794, 
S,Activity96,805, 
S,Activity97,813, 
D,Activity98,824, 
S,Activity99,830, 
S,Activity100,837, 
E,EndShift,853, 
