Equipment:3
Date:2
Shift:3
Type,Activity,TimeStart,Other
P,Activity1,0, 
S,Activity2,10, 
P,Activity3,19, 
P,Activity4,25, 
P,Activity5,34, 
S,Activity6,45, 
S,Activity7,51, 
P,Activity8,60, 
S,Activity9,70, 
P,Activity10,80, 
P,Activity11,90, 
S,Activity12,96, 
S,Activity13,105, 
S,Activity14,111, 
P,Activity15,118, 
P,Activity16,124, 
P,Activity17,130, 
P,Activity18,138, 
P,Activity19,149, 
S,Activity20,158, 
S,Activity21,167, 
D,Activity22,177, 
S,Activity23,186, 
P,Activity24,192, 
P,Activity25,201, 
P,Activity26,209, 
P,Activity27,218, 
S,Activity28,228, 
S,Activity29,239, 
D,Activity30,249, 
P,Activity31,258, 
P,Activity32,266, 
S,Activity33,273, 
P,Activity34,284, 
P,Activity35,295, 
S,Activity36,303, 
S,Activity37,314, 
P,Activity38,320, 
S,Activity39,328, 
P,Activity40,335, 
D,Activity41,345, 
P,Activity42,355, 
P,Activity43,363, 
P,Activity44,372, 
P,Activity45,381, 
P,Activity46,390, 
P,Activity47,401, 
P,Activity48,408, 
S,Activity49,414, 
S,Activity50,425, 
P,Activity51,431, 
D,Activity52,440, 
P,Activity53,447, 
P,Activity54,455, 
P,Activity55,461, 
P,Activity56,467, 
P,Activity57,474, 
S,Activity58,484, 
S,Activity59,492, 
S,Activity60,499, 
P,Activity61,510, 
S,Activity62,516, 
D,Activity63,524, 
P,Activity64,533, 
D,Activity65,540, 
D,Activity66,550, 
P,Activity67,558, 
P,Activity68,564, 
S,Activity69,571, 
D,Activity70,577, 
P,Activity71,587, 
S,Activity72,596, 
D,Activity73,607, 
P,Activity74,617, 
D,Activity75,627, 
P,Activity76,637, 
S,Activity77,648, 
S,Activity78,657, 
P,Activity79,665, 
P,Activity80,675, 
S,Activity81,683, 
S,Activity82,691, 
S,Activity83,699, 
P,Activity84,707, 
P,Activity85,713, 
S,Activity86,722, 
P,Activity87,728, 
P,Activity88,736, 
P,Activity89,743, 
S,Activity90,753, 
S,Activity91,759, 
S,Activity92,768, 
P,Activity93,774, 
P,Activity94,781, 
S,Activity95,788, 
P,Activity96,798, 
S,Activity97,806, 
D,Activity98,815, 
P,Activity99,822, 
D,Activity100,832, 
E,EndShift,839, 
