Equipment:2
Date:2
Shift:1
Type,Activity,TimeStart,Other
P,Activity1,0, 
P,Activity2,7, 
P,Activity3,17, 
S,Activity4,26, 
P,Activity5,35, 
P,Activity6,43, 
S,Activity7,53, 
P,Activity8,59, 
P,Activity9,67, 
P,Activity10,73, 
P,Activity11,79, 
P,Activity12,90, 
P,Activity13,100, 
S,Activity14,108, 
P,Activity15,117, 
P,Activity16,125, 
P,Activity17,132, 
P,Activity18,140, 
D,Activity19,146, 
P,Activity20,157, 
P,Activity21,166, 
P,Activity22,176, 
P,Activity23,187, 
P,Activity24,195, 
D,Activity25,203, 
S,Activity26,211, 
S,Activity27,220, 
P,Activity28,230, 
P,Activity29,236, 
S,Activity30,243, 
P,Activity31,251, 
P,Activity32,259, 
D,Activity33,269, 
P,Activity34,275, 
P,Activity35,283, 
S,Activity36,292, 
S,Activity37,299, 
P,Activity38,309, 
S,Activity39,315, 
P,Activity40,323, 
P,Activity41,331, 
P,Activity42,337, 
P,Activity43,345, 
P,Activity44,351, 
P,Activity45,358, 
P,Activity46,369, 
P,Activity47,376, 
P,Activity48,386, 
P,Activity49,393, 
P,Activity50,404, 
P,Activity51,410, 
P,Activity52,416, 
S,Activity53,427, 
P,Activity54,433, 
S,Activity55,444, 
P,Activity56,451, 
P,Activity57,458, 
S,Activity58,467, 
P,Activity59,475, 
P,Activity60,481, 
P,Activity61,489, 
D,Activity62,498, 
D,Activity63,509, 
S,Activity64,516, 
P,Activity65,526, 
S,Activity66,537, 
P,Activity67,546, 
P,Activity68,553, 
S,Activity69,562, 
S,Activity70,572, 
P,Activity71,581, 
S,Activity72,589, 
P,Activity73,597, 
P,Activity74,603, 
S,Activity75,612, 
S,Activity76,618, 
P,Activity77,628, 
S,Activity78,634, 
P,Activity79,644, 
S,Activity80,651, 
P,Activity81,659, 
P,Activity82,668, 
S,Activity83,676, 
P,Activity84,686, 
S,Activity85,697, 
P,Activity86,705, 
S,Activity87,716, 
D,Activity88,722, 
P,Activity89,733, 
P,Activity90,743, 
P,Activity91,753, 
S,Activity92,761, 
P,Activity93,772, 
D,Activity94,782, 
P,Activity95,792, 
S,Activity96,803, 
P,Activity97,809, 
P,Activity98,818, 
P,Activity99,825, 
P,Activity100,832, 
E,EndShift,843, 
