Equipment:1
Date:2017-2-16
Shift:2
Type,Activity,TimeStart,Other
D,Activity1,0, 
S,Activity2,7, 
S,Activity3,15, 
S,Activity4,21, 
S,Activity5,29, 
P,Activity6,36, 
P,Activity7,42, 
D,Activity8,48, 
S,Activity9,54, 
P,Activity10,61, 
S,Activity11,69, 
P,Activity12,78, 
S,Activity13,87, 
P,Activity14,94, 
S,Activity15,104, 
P,Activity16,112, 
P,Activity17,119, 
P,Activity18,126, 
P,Activity19,132, 
P,Activity20,142, 
P,Activity21,149, 
P,Activity22,158, 
S,Activity23,166, 
S,Activity24,172, 
S,Activity25,181, 
P,Activity26,187, 
D,Activity27,193, 
S,Activity28,201, 
P,Activity29,212, 
P,Activity30,223, 
P,Activity31,229, 
P,Activity32,237, 
P,Activity33,247, 
S,Activity34,255, 
P,Activity35,264, 
S,Activity36,275, 
S,Activity37,281, 
P,Activity38,287, 
P,Activity39,293, 
P,Activity40,304, 
S,Activity41,310, 
S,Activity42,318, 
S,Activity43,324, 
S,Activity44,335, 
S,Activity45,342, 
P,Activity46,349, 
P,Activity47,359, 
P,Activity48,365, 
P,Activity49,372, 
P,Activity50,380, 
D,Activity51,389, 
P,Activity52,400, 
P,Activity53,411, 
S,Activity54,420, 
D,Activity55,428, 
P,Activity56,435, 
P,Activity57,446, 
P,Activity58,453, 
P,Activity59,463, 
P,Activity60,471, 
S,Activity61,477, 
P,Activity62,484, 
P,Activity63,495, 
P,Activity64,503, 
P,Activity65,513, 
S,Activity66,521, 
P,Activity67,532, 
S,Activity68,539, 
P,Activity69,548, 
S,Activity70,558, 
P,Activity71,565, 
D,Activity72,574, 
S,Activity73,580, 
P,Activity74,588, 
P,Activity75,597, 
S,Activity76,607, 
P,Activity77,616, 
P,Activity78,623, 
P,Activity79,631, 
S,Activity80,637, 
P,Activity81,646, 
S,Activity82,657, 
P,Activity83,667, 
S,Activity84,678, 
P,Activity85,686, 
S,Activity86,694, 
P,Activity87,705, 
P,Activity88,712, 
P,Activity89,720, 
S,Activity90,731, 
P,Activity91,741, 
P,Activity92,747, 
D,Activity93,758, 
P,Activity94,765, 
P,Activity95,776, 
P,Activity96,783, 
S,Activity97,790, 
P,Activity98,797, 
S,Activity99,807, 
P,Activity100,814, 
E,EndShift,840, 
