Equipment:2
Date:2
Shift:2
Type,Activity,TimeStart,Other
S,Activity1,0, 
P,Activity2,10, 
S,Activity3,21, 
P,Activity4,30, 
P,Activity5,38, 
S,Activity6,47, 
S,Activity7,58, 
D,Activity8,68, 
P,Activity9,79, 
P,Activity10,89, 
P,Activity11,99, 
P,Activity12,109, 
P,Activity13,116, 
S,Activity14,126, 
P,Activity15,137, 
P,Activity16,145, 
P,Activity17,153, 
S,Activity18,161, 
S,Activity19,172, 
P,Activity20,182, 
P,Activity21,191, 
P,Activity22,200, 
P,Activity23,207, 
P,Activity24,213, 
P,Activity25,224, 
P,Activity26,231, 
P,Activity27,241, 
S,Activity28,249, 
P,Activity29,256, 
S,Activity30,265, 
P,Activity31,274, 
S,Activity32,284, 
P,Activity33,294, 
P,Activity34,304, 
S,Activity35,310, 
P,Activity36,319, 
D,Activity37,325, 
P,Activity38,334, 
P,Activity39,344, 
S,Activity40,353, 
S,Activity41,362, 
S,Activity42,373, 
P,Activity43,384, 
P,Activity44,393, 
P,Activity45,399, 
D,Activity46,407, 
S,Activity47,414, 
P,Activity48,425, 
S,Activity49,433, 
P,Activity50,444, 
D,Activity51,451, 
P,Activity52,462, 
P,Activity53,469, 
P,Activity54,476, 
P,Activity55,484, 
S,Activity56,490, 
S,Activity57,498, 
S,Activity58,504, 
S,Activity59,512, 
P,Activity60,521, 
S,Activity61,528, 
P,Activity62,534, 
P,Activity63,543, 
D,Activity64,551, 
P,Activity65,561, 
P,Activity66,568, 
P,Activity67,578, 
P,Activity68,589, 
P,Activity69,598, 
S,Activity70,607, 
P,Activity71,617, 
S,Activity72,624, 
P,Activity73,633, 
S,Activity74,643, 
S,Activity75,651, 
P,Activity76,657, 
S,Activity77,663, 
P,Activity78,670, 
P,Activity79,681, 
P,Activity80,691, 
P,Activity81,697, 
D,Activity82,705, 
P,Activity83,714, 
P,Activity84,722, 
P,Activity85,733, 
P,Activity86,742, 
P,Activity87,749, 
P,Activity88,755, 
P,Activity89,761, 
P,Activity90,767, 
P,Activity91,774, 
P,Activity92,785, 
P,Activity93,795, 
P,Activity94,806, 
S,Activity95,813, 
P,Activity96,822, 
D,Activity97,830, 
S,Activity98,837, 
P,Activity99,847, 
D,Activity100,855, 
E,EndShift,871, 
