Equipment:1
Date:2017-2-16
Shift:3
Type,Activity,TimeStart,Other
S,Activity1,0, 
P,Activity2,6, 
P,Activity3,12, 
S,Activity4,22, 
D,Activity5,30, 
S,Activity6,37, 
P,Activity7,45, 
P,Activity8,51, 
P,Activity9,59, 
P,Activity10,68, 
P,Activity11,74, 
P,Activity12,84, 
S,Activity13,94, 
S,Activity14,100, 
P,Activity15,108, 
P,Activity16,117, 
P,Activity17,126, 
P,Activity18,137, 
S,Activity19,148, 
P,Activity20,156, 
P,Activity21,164, 
S,Activity22,171, 
S,Activity23,177, 
P,Activity24,187, 
S,Activity25,198, 
P,Activity26,209, 
P,Activity27,217, 
P,Activity28,227, 
S,Activity29,233, 
S,Activity30,239, 
P,Activity31,246, 
P,Activity32,252, 
P,Activity33,260, 
P,Activity34,269, 
P,Activity35,275, 
P,Activity36,281, 
P,Activity37,289, 
S,Activity38,298, 
P,Activity39,307, 
D,Activity40,318, 
P,Activity41,328, 
P,Activity42,336, 
P,Activity43,346, 
P,Activity44,357, 
S,Activity45,368, 
S,Activity46,374, 
D,Activity47,380, 
P,Activity48,388, 
P,Activity49,396, 
D,Activity50,403, 
P,Activity51,414, 
P,Activity52,425, 
P,Activity53,433, 
P,Activity54,442, 
P,Activity55,448, 
S,Activity56,457, 
S,Activity57,464, 
S,Activity58,475, 
P,Activity59,481, 
P,Activity60,490, 
P,Activity61,497, 
P,Activity62,503, 
P,Activity63,513, 
P,Activity64,521, 
P,Activity65,527, 
D,Activity66,537, 
P,Activity67,547, 
D,Activity68,553, 
P,Activity69,562, 
P,Activity70,573, 
S,Activity71,579, 
P,Activity72,585, 
P,Activity73,595, 
P,Activity74,606, 
P,Activity75,612, 
D,Activity76,623, 
P,Activity77,629, 
P,Activity78,638, 
P,Activity79,645, 
S,Activity80,655, 
P,Activity81,666, 
S,Activity82,677, 
S,Activity83,687, 
D,Activity84,695, 
P,Activity85,706, 
P,Activity86,714, 
P,Activity87,722, 
P,Activity88,732, 
D,Activity89,743, 
P,Activity90,749, 
P,Activity91,756, 
P,Activity92,762, 
S,Activity93,768, 
D,Activity94,777, 
P,Activity95,783, 
P,Activity96,792, 
S,Activity97,800, 
P,Activity98,807, 
P,Activity99,813, 
P,Activity100,823, 
E,EndShift,832, 
