Equipment:1
Date:2017-2-13
Shift:2
Type,Activity,TimeStart,Other
D,Activity1,0, 
P,Activity2,6, 
P,Activity3,17, 
D,Activity4,23, 
D,Activity5,32, 
S,Activity6,43, 
P,Activity7,50, 
S,Activity8,60, 
P,Activity9,67, 
P,Activity10,77, 
P,Activity11,83, 
D,Activity12,89, 
P,Activity13,99, 
P,Activity14,108, 
P,Activity15,119, 
P,Activity16,126, 
P,Activity17,135, 
P,Activity18,145, 
P,Activity19,153, 
D,Activity20,160, 
P,Activity21,171, 
P,Activity22,182, 
P,Activity23,189, 
P,Activity24,199, 
P,Activity25,207, 
P,Activity26,218, 
S,Activity27,226, 
D,Activity28,235, 
P,Activity29,244, 
P,Activity30,255, 
P,Activity31,264, 
S,Activity32,274, 
P,Activity33,284, 
P,Activity34,291, 
P,Activity35,302, 
P,Activity36,312, 
S,Activity37,323, 
P,Activity38,334, 
P,Activity39,345, 
S,Activity40,354, 
P,Activity41,364, 
D,Activity42,372, 
S,Activity43,380, 
P,Activity44,386, 
P,Activity45,394, 
P,Activity46,401, 
S,Activity47,409, 
D,Activity48,417, 
S,Activity49,424, 
P,Activity50,431, 
S,Activity51,440, 
P,Activity52,446, 
P,Activity53,453, 
S,Activity54,464, 
P,Activity55,473, 
P,Activity56,483, 
S,Activity57,494, 
P,Activity58,502, 
S,Activity59,513, 
S,Activity60,519, 
P,Activity61,526, 
S,Activity62,535, 
P,Activity63,545, 
S,Activity64,552, 
P,Activity65,562, 
S,Activity66,571, 
S,Activity67,581, 
P,Activity68,590, 
P,Activity69,599, 
P,Activity70,609, 
P,Activity71,619, 
S,Activity72,626, 
S,Activity73,637, 
P,Activity74,646, 
P,Activity75,654, 
P,Activity76,665, 
S,Activity77,672, 
S,Activity78,681, 
P,Activity79,690, 
P,Activity80,698, 
D,Activity81,709, 
P,Activity82,715, 
S,Activity83,724, 
S,Activity84,730, 
D,Activity85,741, 
D,Activity86,747, 
P,Activity87,758, 
P,Activity88,769, 
P,Activity89,779, 
S,Activity90,785, 
S,Activity91,791, 
S,Activity92,802, 
P,Activity93,813, 
S,Activity94,821, 
S,Activity95,827, 
S,Activity96,834, 
D,Activity97,843, 
P,Activity98,850, 
P,Activity99,859, 
P,Activity100,866, 
E,EndShift,884, 
