Equipment:3
Date:2017-2-11
Shift:2
Type,Activity,TimeStart,Other
P,Activity1,0, 
D,Activity2,9, 
S,Activity3,15, 
S,Activity4,21, 
P,Activity5,27, 
P,Activity6,37, 
P,Activity7,43, 
P,Activity8,50, 
S,Activity9,59, 
P,Activity10,65, 
P,Activity11,75, 
P,Activity12,81, 
P,Activity13,91, 
P,Activity14,97, 
P,Activity15,108, 
P,Activity16,114, 
P,Activity17,123, 
P,Activity18,129, 
P,Activity19,138, 
P,Activity20,146, 
P,Activity21,154, 
S,Activity22,163, 
S,Activity23,174, 
P,Activity24,181, 
S,Activity25,190, 
P,Activity26,199, 
P,Activity27,210, 
S,Activity28,216, 
P,Activity29,224, 
P,Activity30,231, 
P,Activity31,242, 
P,Activity32,252, 
P,Activity33,262, 
S,Activity34,271, 
D,Activity35,279, 
P,Activity36,287, 
S,Activity37,297, 
P,Activity38,306, 
P,Activity39,313, 
S,Activity40,322, 
S,Activity41,332, 
S,Activity42,338, 
D,Activity43,349, 
P,Activity44,356, 
S,Activity45,363, 
D,Activity46,372, 
S,Activity47,380, 
P,Activity48,386, 
S,Activity49,393, 
P,Activity50,403, 
P,Activity51,409, 
P,Activity52,418, 
P,Activity53,428, 
P,Activity54,437, 
P,Activity55,448, 
P,Activity56,454, 
P,Activity57,460, 
S,Activity58,470, 
P,Activity59,478, 
P,Activity60,488, 
D,Activity61,496, 
P,Activity62,504, 
P,Activity63,514, 
P,Activity64,520, 
P,Activity65,530, 
P,Activity66,540, 
D,Activity67,549, 
P,Activity68,560, 
P,Activity69,568, 
P,Activity70,575, 
S,Activity71,586, 
S,Activity72,592, 
P,Activity73,599, 
P,Activity74,609, 
D,Activity75,616, 
P,Activity76,627, 
P,Activity77,633, 
P,Activity78,643, 
P,Activity79,651, 
P,Activity80,661, 
D,Activity81,671, 
S,Activity82,678, 
P,Activity83,684, 
S,Activity84,691, 
P,Activity85,698, 
P,Activity86,704, 
P,Activity87,715, 
P,Activity88,725, 
S,Activity89,731, 
S,Activity90,738, 
P,Activity91,748, 
P,Activity92,757, 
P,Activity93,767, 
S,Activity94,778, 
P,Activity95,789, 
S,Activity96,795, 
P,Activity97,803, 
P,Activity98,809, 
P,Activity99,820, 
D,Activity100,828, 
E,EndShift,847, 
