Equipment:2
Date:2017-2-9
Shift:3
Type,Activity,TimeStart,Other
D,Activity1,0, 
S,Activity2,11, 
P,Activity3,22, 
P,Activity4,30, 
P,Activity5,38, 
S,Activity6,46, 
S,Activity7,53, 
S,Activity8,64, 
P,Activity9,74, 
S,Activity10,81, 
P,Activity11,88, 
S,Activity12,95, 
P,Activity13,105, 
P,Activity14,112, 
D,Activity15,121, 
P,Activity16,129, 
P,Activity17,137, 
P,Activity18,144, 
S,Activity19,153, 
P,Activity20,162, 
D,Activity21,173, 
P,Activity22,182, 
S,Activity23,189, 
P,Activity24,197, 
D,Activity25,206, 
P,Activity26,213, 
P,Activity27,222, 
P,Activity28,230, 
P,Activity29,240, 
D,Activity30,249, 
S,Activity31,255, 
P,Activity32,262, 
D,Activity33,270, 
D,Activity34,276, 
D,Activity35,286, 
S,Activity36,297, 
P,Activity37,306, 
P,Activity38,317, 
P,Activity39,327, 
D,Activity40,336, 
S,Activity41,342, 
P,Activity42,352, 
P,Activity43,358, 
P,Activity44,367, 
P,Activity45,377, 
P,Activity46,385, 
S,Activity47,391, 
P,Activity48,400, 
S,Activity49,410, 
S,Activity50,421, 
S,Activity51,429, 
P,Activity52,435, 
S,Activity53,446, 
S,Activity54,457, 
S,Activity55,465, 
P,Activity56,471, 
P,Activity57,479, 
D,Activity58,485, 
P,Activity59,494, 
P,Activity60,501, 
P,Activity61,512, 
P,Activity62,519, 
P,Activity63,527, 
S,Activity64,533, 
P,Activity65,541, 
S,Activity66,547, 
S,Activity67,555, 
P,Activity68,565, 
S,Activity69,575, 
P,Activity70,585, 
S,Activity71,594, 
P,Activity72,603, 
S,Activity73,611, 
D,Activity74,617, 
P,Activity75,623, 
P,Activity76,632, 
P,Activity77,642, 
D,Activity78,648, 
P,Activity79,659, 
S,Activity80,666, 
S,Activity81,674, 
P,Activity82,682, 
P,Activity83,690, 
P,Activity84,700, 
P,Activity85,709, 
P,Activity86,719, 
P,Activity87,728, 
P,Activity88,734, 
P,Activity89,745, 
S,Activity90,752, 
S,Activity91,761, 
P,Activity92,771, 
D,Activity93,777, 
P,Activity94,783, 
S,Activity95,789, 
P,Activity96,800, 
P,Activity97,807, 
P,Activity98,818, 
S,Activity99,824, 
P,Activity100,834, 
E,EndShift,841, 
