Equipment:1
Date:3
Shift:2
Type,Activity,TimeStart,Other
S,Activity1,0, 
S,Activity2,9, 
P,Activity3,15, 
S,Activity4,24, 
P,Activity5,31, 
P,Activity6,38, 
P,Activity7,48, 
P,Activity8,55, 
P,Activity9,63, 
S,Activity10,72, 
S,Activity11,78, 
P,Activity12,87, 
P,Activity13,95, 
P,Activity14,103, 
S,Activity15,113, 
S,Activity16,120, 
S,Activity17,126, 
P,Activity18,134, 
S,Activity19,143, 
P,Activity20,151, 
S,Activity21,160, 
P,Activity22,166, 
S,Activity23,177, 
P,Activity24,187, 
P,Activity25,193, 
P,Activity26,203, 
S,Activity27,212, 
S,Activity28,219, 
P,Activity29,226, 
S,Activity30,235, 
P,Activity31,241, 
S,Activity32,247, 
D,Activity33,253, 
S,Activity34,264, 
P,Activity35,275, 
P,Activity36,283, 
D,Activity37,290, 
P,Activity38,296, 
S,Activity39,306, 
D,Activity40,316, 
S,Activity41,322, 
P,Activity42,333, 
P,Activity43,339, 
P,Activity44,350, 
P,Activity45,361, 
S,Activity46,372, 
P,Activity47,381, 
D,Activity48,388, 
P,Activity49,396, 
P,Activity50,405, 
S,Activity51,415, 
P,Activity52,426, 
P,Activity53,433, 
S,Activity54,444, 
P,Activity55,454, 
P,Activity56,464, 
P,Activity57,470, 
P,Activity58,479, 
S,Activity59,486, 
P,Activity60,496, 
S,Activity61,505, 
P,Activity62,515, 
D,Activity63,524, 
P,Activity64,533, 
P,Activity65,540, 
P,Activity66,547, 
P,Activity67,557, 
P,Activity68,568, 
S,Activity69,578, 
P,Activity70,589, 
P,Activity71,600, 
P,Activity72,609, 
P,Activity73,619, 
P,Activity74,626, 
P,Activity75,633, 
D,Activity76,640, 
P,Activity77,650, 
S,Activity78,657, 
S,Activity79,666, 
S,Activity80,674, 
S,Activity81,680, 
P,Activity82,688, 
S,Activity83,695, 
P,Activity84,703, 
P,Activity85,710, 
P,Activity86,718, 
P,Activity87,726, 
P,Activity88,735, 
D,Activity89,743, 
D,Activity90,753, 
S,Activity91,761, 
P,Activity92,772, 
S,Activity93,783, 
P,Activity94,793, 
P,Activity95,804, 
P,Activity96,811, 
S,Activity97,822, 
D,Activity98,831, 
P,Activity99,837, 
P,Activity100,844, 
E,EndShift,859, 
