Equipment:3
Date:1
Shift:3
Type,Activity,TimeStart,Other
P,Activity1,0, 
D,Activity2,8, 
P,Activity3,19, 
S,Activity4,25, 
P,Activity5,35, 
P,Activity6,45, 
P,Activity7,54, 
P,Activity8,60, 
P,Activity9,69, 
P,Activity10,77, 
S,Activity11,83, 
P,Activity12,92, 
P,Activity13,100, 
S,Activity14,111, 
D,Activity15,120, 
S,Activity16,131, 
P,Activity17,137, 
P,Activity18,148, 
D,Activity19,157, 
S,Activity20,163, 
S,Activity21,174, 
P,Activity22,183, 
P,Activity23,193, 
P,Activity24,199, 
S,Activity25,210, 
D,Activity26,219, 
S,Activity27,229, 
D,Activity28,236, 
P,Activity29,244, 
P,Activity30,252, 
P,Activity31,261, 
S,Activity32,270, 
P,Activity33,281, 
P,Activity34,289, 
P,Activity35,298, 
P,Activity36,305, 
D,Activity37,312, 
P,Activity38,322, 
P,Activity39,332, 
P,Activity40,340, 
P,Activity41,347, 
S,Activity42,354, 
S,Activity43,361, 
P,Activity44,370, 
P,Activity45,379, 
P,Activity46,387, 
P,Activity47,396, 
P,Activity48,404, 
P,Activity49,411, 
P,Activity50,422, 
P,Activity51,430, 
S,Activity52,440, 
S,Activity53,449, 
P,Activity54,460, 
P,Activity55,467, 
S,Activity56,477, 
P,Activity57,485, 
P,Activity58,491, 
P,Activity59,499, 
S,Activity60,508, 
D,Activity61,518, 
P,Activity62,527, 
P,Activity63,534, 
D,Activity64,540, 
S,Activity65,548, 
D,Activity66,559, 
D,Activity67,569, 
S,Activity68,580, 
P,Activity69,590, 
S,Activity70,598, 
S,Activity71,604, 
P,Activity72,614, 
P,Activity73,623, 
S,Activity74,630, 
S,Activity75,638, 
P,Activity76,646, 
S,Activity77,653, 
P,Activity78,664, 
P,Activity79,673, 
S,Activity80,679, 
P,Activity81,688, 
P,Activity82,695, 
S,Activity83,701, 
P,Activity84,707, 
P,Activity85,716, 
P,Activity86,726, 
P,Activity87,733, 
P,Activity88,740, 
P,Activity89,748, 
D,Activity90,755, 
P,Activity91,766, 
S,Activity92,777, 
P,Activity93,783, 
P,Activity94,790, 
P,Activity95,796, 
S,Activity96,807, 
P,Activity97,815, 
P,Activity98,826, 
S,Activity99,832, 
P,Activity100,841, 
E,EndShift,858, 
