Equipment:1
Date:2017-2-12
Shift:2
Type,Activity,TimeStart,Other
P,Activity1,0, 
S,Activity2,6, 
P,Activity3,13, 
P,Activity4,21, 
P,Activity5,27, 
S,Activity6,34, 
P,Activity7,43, 
P,Activity8,49, 
P,Activity9,60, 
S,Activity10,69, 
P,Activity11,75, 
P,Activity12,82, 
P,Activity13,91, 
P,Activity14,97, 
D,Activity15,106, 
P,Activity16,117, 
P,Activity17,124, 
P,Activity18,130, 
S,Activity19,137, 
S,Activity20,144, 
P,Activity21,150, 
P,Activity22,156, 
S,Activity23,165, 
P,Activity24,171, 
P,Activity25,182, 
D,Activity26,191, 
D,Activity27,197, 
S,Activity28,206, 
S,Activity29,213, 
P,Activity30,221, 
P,Activity31,229, 
D,Activity32,237, 
S,Activity33,247, 
P,Activity34,253, 
S,Activity35,261, 
S,Activity36,268, 
P,Activity37,275, 
P,Activity38,282, 
D,Activity39,289, 
P,Activity40,298, 
S,Activity41,307, 
P,Activity42,318, 
P,Activity43,329, 
P,Activity44,339, 
P,Activity45,345, 
S,Activity46,351, 
S,Activity47,357, 
P,Activity48,367, 
S,Activity49,374, 
P,Activity50,384, 
P,Activity51,390, 
P,Activity52,396, 
P,Activity53,404, 
P,Activity54,411, 
P,Activity55,418, 
S,Activity56,429, 
S,Activity57,439, 
S,Activity58,445, 
P,Activity59,453, 
P,Activity60,460, 
D,Activity61,467, 
S,Activity62,473, 
P,Activity63,483, 
P,Activity64,490, 
P,Activity65,499, 
P,Activity66,508, 
P,Activity67,517, 
S,Activity68,524, 
D,Activity69,535, 
P,Activity70,544, 
P,Activity71,551, 
P,Activity72,557, 
S,Activity73,565, 
S,Activity74,573, 
P,Activity75,582, 
P,Activity76,592, 
S,Activity77,598, 
P,Activity78,609, 
P,Activity79,618, 
S,Activity80,626, 
P,Activity81,632, 
D,Activity82,641, 
S,Activity83,650, 
P,Activity84,659, 
S,Activity85,668, 
P,Activity86,678, 
P,Activity87,686, 
P,Activity88,692, 
P,Activity89,701, 
P,Activity90,708, 
P,Activity91,715, 
S,Activity92,725, 
S,Activity93,731, 
S,Activity94,737, 
D,Activity95,745, 
S,Activity96,751, 
P,Activity97,762, 
D,Activity98,770, 
P,Activity99,776, 
P,Activity100,786, 
E,EndShift,796, 
