Equipment:1
Date:4
Shift:1
Type,Activity,TimeStart,Other
S,Activity1,0, 
P,Activity2,10, 
P,Activity3,19, 
D,Activity4,29, 
D,Activity5,35, 
P,Activity6,45, 
P,Activity7,53, 
P,Activity8,62, 
S,Activity9,73, 
D,Activity10,81, 
S,Activity11,90, 
S,Activity12,99, 
S,Activity13,106, 
D,Activity14,116, 
D,Activity15,126, 
P,Activity16,136, 
P,Activity17,143, 
P,Activity18,151, 
P,Activity19,159, 
P,Activity20,170, 
P,Activity21,181, 
P,Activity22,188, 
P,Activity23,199, 
D,Activity24,206, 
S,Activity25,214, 
S,Activity26,220, 
D,Activity27,226, 
P,Activity28,233, 
S,Activity29,244, 
P,Activity30,250, 
S,Activity31,257, 
P,Activity32,263, 
P,Activity33,272, 
D,Activity34,283, 
P,Activity35,289, 
P,Activity36,296, 
P,Activity37,306, 
P,Activity38,312, 
P,Activity39,318, 
P,Activity40,324, 
P,Activity41,333, 
D,Activity42,340, 
D,Activity43,349, 
P,Activity44,360, 
P,Activity45,366, 
P,Activity46,372, 
S,Activity47,379, 
S,Activity48,385, 
S,Activity49,396, 
P,Activity50,402, 
D,Activity51,408, 
P,Activity52,416, 
P,Activity53,423, 
P,Activity54,432, 
S,Activity55,438, 
P,Activity56,449, 
P,Activity57,457, 
P,Activity58,468, 
S,Activity59,476, 
P,Activity60,487, 
S,Activity61,494, 
P,Activity62,503, 
P,Activity63,509, 
P,Activity64,515, 
P,Activity65,525, 
P,Activity66,536, 
P,Activity67,546, 
S,Activity68,555, 
S,Activity69,566, 
D,Activity70,576, 
S,Activity71,587, 
D,Activity72,597, 
D,Activity73,606, 
P,Activity74,613, 
P,Activity75,621, 
S,Activity76,631, 
D,Activity77,639, 
P,Activity78,645, 
D,Activity79,652, 
P,Activity80,662, 
D,Activity81,669, 
P,Activity82,676, 
S,Activity83,687, 
P,Activity84,694, 
P,Activity85,703, 
P,Activity86,714, 
D,Activity87,721, 
S,Activity88,730, 
P,Activity89,739, 
P,Activity90,749, 
P,Activity91,760, 
P,Activity92,767, 
P,Activity93,777, 
P,Activity94,784, 
D,Activity95,794, 
P,Activity96,804, 
S,Activity97,811, 
P,Activity98,818, 
P,Activity99,824, 
P,Activity100,830, 
E,EndShift,854, 
