Equipment:2
Date:3
Shift:2
Type,Activity,TimeStart,Other
S,Activity1,0, 
D,Activity2,6, 
P,Activity3,16, 
P,Activity4,24, 
S,Activity5,32, 
P,Activity6,41, 
P,Activity7,51, 
P,Activity8,61, 
P,Activity9,70, 
S,Activity10,80, 
S,Activity11,89, 
S,Activity12,100, 
P,Activity13,110, 
P,Activity14,120, 
S,Activity15,130, 
P,Activity16,138, 
P,Activity17,147, 
S,Activity18,157, 
P,Activity19,164, 
P,Activity20,170, 
S,Activity21,179, 
P,Activity22,189, 
S,Activity23,199, 
P,Activity24,206, 
P,Activity25,216, 
P,Activity26,225, 
P,Activity27,236, 
S,Activity28,245, 
S,Activity29,255, 
S,Activity30,266, 
P,Activity31,275, 
D,Activity32,283, 
P,Activity33,292, 
P,Activity34,302, 
P,Activity35,311, 
S,Activity36,320, 
P,Activity37,330, 
P,Activity38,338, 
P,Activity39,347, 
S,Activity40,354, 
S,Activity41,363, 
P,Activity42,373, 
S,Activity43,380, 
S,Activity44,387, 
D,Activity45,398, 
P,Activity46,409, 
P,Activity47,417, 
S,Activity48,427, 
D,Activity49,435, 
P,Activity50,446, 
P,Activity51,454, 
P,Activity52,463, 
S,Activity53,474, 
D,Activity54,482, 
S,Activity55,493, 
P,Activity56,499, 
P,Activity57,508, 
S,Activity58,517, 
S,Activity59,525, 
D,Activity60,531, 
P,Activity61,538, 
P,Activity62,546, 
P,Activity63,557, 
P,Activity64,564, 
D,Activity65,570, 
P,Activity66,577, 
P,Activity67,586, 
P,Activity68,595, 
P,Activity69,604, 
P,Activity70,612, 
P,Activity71,619, 
P,Activity72,627, 
P,Activity73,637, 
P,Activity74,645, 
D,Activity75,654, 
S,Activity76,664, 
P,Activity77,670, 
P,Activity78,678, 
S,Activity79,687, 
S,Activity80,695, 
P,Activity81,706, 
S,Activity82,715, 
P,Activity83,726, 
S,Activity84,734, 
P,Activity85,745, 
P,Activity86,755, 
S,Activity87,764, 
D,Activity88,771, 
D,Activity89,777, 
P,Activity90,785, 
S,Activity91,795, 
P,Activity92,803, 
P,Activity93,811, 
P,Activity94,819, 
S,Activity95,825, 
S,Activity96,834, 
P,Activity97,844, 
D,Activity98,855, 
P,Activity99,866, 
P,Activity100,872, 
E,EndShift,896, 
