Equipment:1
Date:2017-2-10
Shift:3
Type,Activity,TimeStart,Other
D,Activity1,0, 
S,Activity2,8, 
S,Activity3,14, 
P,Activity4,23, 
D,Activity5,30, 
D,Activity6,40, 
P,Activity7,48, 
P,Activity8,55, 
S,Activity9,61, 
S,Activity10,67, 
P,Activity11,73, 
P,Activity12,83, 
D,Activity13,91, 
P,Activity14,97, 
P,Activity15,107, 
D,Activity16,116, 
P,Activity17,124, 
P,Activity18,131, 
P,Activity19,137, 
P,Activity20,143, 
D,Activity21,154, 
P,Activity22,161, 
S,Activity23,167, 
P,Activity24,177, 
P,Activity25,183, 
P,Activity26,191, 
P,Activity27,198, 
P,Activity28,209, 
P,Activity29,218, 
P,Activity30,229, 
D,Activity31,235, 
P,Activity32,245, 
P,Activity33,252, 
D,Activity34,261, 
P,Activity35,271, 
P,Activity36,280, 
P,Activity37,289, 
P,Activity38,300, 
S,Activity39,309, 
S,Activity40,320, 
D,Activity41,326, 
S,Activity42,334, 
D,Activity43,344, 
P,Activity44,353, 
D,Activity45,361, 
S,Activity46,372, 
S,Activity47,379, 
P,Activity48,390, 
D,Activity49,398, 
P,Activity50,407, 
S,Activity51,415, 
P,Activity52,421, 
S,Activity53,428, 
P,Activity54,436, 
S,Activity55,443, 
P,Activity56,449, 
D,Activity57,458, 
P,Activity58,465, 
S,Activity59,473, 
P,Activity60,481, 
P,Activity61,487, 
D,Activity62,498, 
S,Activity63,506, 
S,Activity64,515, 
P,Activity65,525, 
P,Activity66,534, 
S,Activity67,541, 
S,Activity68,548, 
P,Activity69,555, 
S,Activity70,566, 
P,Activity71,576, 
P,Activity72,587, 
S,Activity73,593, 
P,Activity74,600, 
S,Activity75,610, 
P,Activity76,619, 
S,Activity77,628, 
P,Activity78,638, 
S,Activity79,645, 
P,Activity80,653, 
S,Activity81,661, 
D,Activity82,669, 
S,Activity83,678, 
D,Activity84,687, 
P,Activity85,693, 
P,Activity86,704, 
S,Activity87,710, 
P,Activity88,721, 
D,Activity89,730, 
S,Activity90,737, 
P,Activity91,745, 
S,Activity92,756, 
P,Activity93,767, 
P,Activity94,777, 
P,Activity95,784, 
P,Activity96,793, 
P,Activity97,802, 
D,Activity98,811, 
S,Activity99,819, 
P,Activity100,827, 
E,EndShift,843, 
