Equipment:2
Date:2017-2-10
Shift:3
Type,Activity,TimeStart,Other
S,Activity1,0, 
S,Activity2,9, 
P,Activity3,15, 
S,Activity4,25, 
P,Activity5,35, 
P,Activity6,46, 
P,Activity7,52, 
P,Activity8,63, 
P,Activity9,69, 
S,Activity10,80, 
S,Activity11,91, 
S,Activity12,101, 
S,Activity13,108, 
P,Activity14,114, 
P,Activity15,121, 
D,Activity16,131, 
P,Activity17,142, 
P,Activity18,152, 
P,Activity19,160, 
P,Activity20,166, 
D,Activity21,172, 
S,Activity22,182, 
P,Activity23,193, 
P,Activity24,201, 
S,Activity25,210, 
S,Activity26,217, 
P,Activity27,224, 
P,Activity28,232, 
P,Activity29,241, 
P,Activity30,251, 
P,Activity31,258, 
S,Activity32,265, 
P,Activity33,275, 
S,Activity34,286, 
P,Activity35,292, 
P,Activity36,302, 
P,Activity37,313, 
D,Activity38,322, 
S,Activity39,329, 
S,Activity40,338, 
P,Activity41,347, 
P,Activity42,356, 
P,Activity43,363, 
P,Activity44,373, 
P,Activity45,383, 
S,Activity46,389, 
P,Activity47,396, 
S,Activity48,403, 
P,Activity49,409, 
D,Activity50,420, 
P,Activity51,427, 
P,Activity52,434, 
P,Activity53,441, 
S,Activity54,449, 
S,Activity55,457, 
P,Activity56,466, 
S,Activity57,477, 
S,Activity58,483, 
D,Activity59,492, 
P,Activity60,502, 
P,Activity61,512, 
P,Activity62,518, 
P,Activity63,529, 
S,Activity64,540, 
S,Activity65,549, 
D,Activity66,557, 
D,Activity67,563, 
P,Activity68,574, 
P,Activity69,580, 
P,Activity70,591, 
P,Activity71,602, 
P,Activity72,613, 
P,Activity73,621, 
P,Activity74,630, 
P,Activity75,640, 
P,Activity76,649, 
P,Activity77,659, 
P,Activity78,668, 
P,Activity79,676, 
S,Activity80,683, 
P,Activity81,692, 
D,Activity82,701, 
P,Activity83,712, 
P,Activity84,720, 
P,Activity85,729, 
P,Activity86,735, 
D,Activity87,741, 
S,Activity88,750, 
D,Activity89,761, 
S,Activity90,767, 
S,Activity91,773, 
S,Activity92,784, 
P,Activity93,793, 
S,Activity94,802, 
S,Activity95,810, 
P,Activity96,821, 
S,Activity97,829, 
P,Activity98,835, 
P,Activity99,846, 
S,Activity100,854, 
E,EndShift,868, 
