Equipment:1
Date:2017-2-12
Shift:1
Type,Activity,TimeStart,Other
P,Activity1,0, 
D,Activity2,7, 
D,Activity3,14, 
P,Activity4,20, 
P,Activity5,31, 
P,Activity6,37, 
S,Activity7,47, 
P,Activity8,56, 
S,Activity9,67, 
S,Activity10,75, 
D,Activity11,81, 
S,Activity12,88, 
P,Activity13,96, 
S,Activity14,107, 
D,Activity15,116, 
S,Activity16,123, 
P,Activity17,133, 
S,Activity18,141, 
S,Activity19,150, 
S,Activity20,157, 
P,Activity21,163, 
P,Activity22,169, 
P,Activity23,176, 
P,Activity24,187, 
S,Activity25,195, 
P,Activity26,206, 
S,Activity27,214, 
D,Activity28,225, 
P,Activity29,234, 
P,Activity30,245, 
P,Activity31,256, 
P,Activity32,264, 
P,Activity33,273, 
P,Activity34,283, 
S,Activity35,289, 
P,Activity36,300, 
S,Activity37,309, 
P,Activity38,316, 
P,Activity39,326, 
P,Activity40,337, 
S,Activity41,346, 
P,Activity42,354, 
P,Activity43,362, 
P,Activity44,372, 
D,Activity45,378, 
D,Activity46,388, 
P,Activity47,395, 
P,Activity48,405, 
P,Activity49,412, 
P,Activity50,420, 
S,Activity51,431, 
P,Activity52,438, 
P,Activity53,445, 
P,Activity54,456, 
P,Activity55,465, 
S,Activity56,471, 
P,Activity57,482, 
P,Activity58,492, 
P,Activity59,499, 
P,Activity60,507, 
S,Activity61,516, 
S,Activity62,525, 
P,Activity63,533, 
P,Activity64,544, 
S,Activity65,550, 
P,Activity66,560, 
D,Activity67,568, 
P,Activity68,578, 
P,Activity69,589, 
P,Activity70,596, 
P,Activity71,607, 
P,Activity72,617, 
S,Activity73,625, 
P,Activity74,633, 
D,Activity75,642, 
P,Activity76,653, 
S,Activity77,659, 
D,Activity78,667, 
P,Activity79,677, 
P,Activity80,687, 
S,Activity81,696, 
P,Activity82,702, 
S,Activity83,713, 
D,Activity84,722, 
P,Activity85,732, 
P,Activity86,739, 
P,Activity87,750, 
S,Activity88,760, 
P,Activity89,769, 
D,Activity90,775, 
P,Activity91,786, 
S,Activity92,795, 
P,Activity93,805, 
P,Activity94,816, 
P,Activity95,827, 
P,Activity96,835, 
D,Activity97,845, 
S,Activity98,851, 
S,Activity99,861, 
D,Activity100,869, 
E,EndShift,883, 
