Equipment:2
Date:2017-2-9
Shift:1
Type,Activity,TimeStart,Other
P,Activity1,0, 
P,Activity2,7, 
P,Activity3,17, 
S,Activity4,26, 
P,Activity5,35, 
P,Activity6,45, 
P,Activity7,56, 
P,Activity8,67, 
D,Activity9,74, 
S,Activity10,85, 
P,Activity11,94, 
D,Activity12,105, 
S,Activity13,115, 
P,Activity14,121, 
P,Activity15,132, 
D,Activity16,142, 
P,Activity17,152, 
D,Activity18,159, 
S,Activity19,166, 
S,Activity20,172, 
P,Activity21,180, 
P,Activity22,190, 
P,Activity23,199, 
P,Activity24,207, 
P,Activity25,218, 
S,Activity26,225, 
P,Activity27,236, 
S,Activity28,243, 
S,Activity29,252, 
P,Activity30,259, 
P,Activity31,267, 
S,Activity32,274, 
P,Activity33,284, 
P,Activity34,291, 
P,Activity35,297, 
S,Activity36,308, 
P,Activity37,316, 
P,Activity38,323, 
P,Activity39,333, 
D,Activity40,339, 
P,Activity41,348, 
S,Activity42,359, 
P,Activity43,370, 
S,Activity44,376, 
P,Activity45,383, 
D,Activity46,391, 
P,Activity47,397, 
P,Activity48,406, 
D,Activity49,412, 
P,Activity50,422, 
P,Activity51,430, 
P,Activity52,439, 
S,Activity53,447, 
P,Activity54,453, 
P,Activity55,463, 
D,Activity56,470, 
S,Activity57,477, 
P,Activity58,484, 
D,Activity59,494, 
P,Activity60,501, 
S,Activity61,510, 
D,Activity62,521, 
P,Activity63,532, 
P,Activity64,540, 
P,Activity65,550, 
P,Activity66,558, 
S,Activity67,565, 
P,Activity68,572, 
P,Activity69,578, 
P,Activity70,589, 
P,Activity71,596, 
P,Activity72,603, 
P,Activity73,612, 
S,Activity74,621, 
P,Activity75,631, 
D,Activity76,638, 
P,Activity77,649, 
P,Activity78,660, 
P,Activity79,668, 
D,Activity80,677, 
S,Activity81,683, 
P,Activity82,691, 
D,Activity83,701, 
P,Activity84,709, 
S,Activity85,720, 
P,Activity86,728, 
P,Activity87,737, 
P,Activity88,745, 
P,Activity89,753, 
P,Activity90,759, 
S,Activity91,766, 
P,Activity92,777, 
P,Activity93,785, 
D,Activity94,793, 
P,Activity95,804, 
P,Activity96,815, 
P,Activity97,826, 
P,Activity98,836, 
D,Activity99,845, 
S,Activity100,855, 
E,EndShift,879, 
