Equipment:2
Date:4
Shift:3
Type,Activity,TimeStart,Other
D,Activity1,0, 
P,Activity2,9, 
P,Activity3,19, 
D,Activity4,27, 
S,Activity5,36, 
S,Activity6,42, 
S,Activity7,48, 
P,Activity8,59, 
D,Activity9,68, 
P,Activity10,75, 
P,Activity11,82, 
S,Activity12,93, 
S,Activity13,102, 
D,Activity14,113, 
S,Activity15,119, 
P,Activity16,126, 
P,Activity17,133, 
P,Activity18,139, 
P,Activity19,146, 
P,Activity20,154, 
S,Activity21,165, 
S,Activity22,176, 
P,Activity23,182, 
S,Activity24,190, 
S,Activity25,199, 
P,Activity26,206, 
P,Activity27,214, 
S,Activity28,223, 
P,Activity29,232, 
P,Activity30,240, 
P,Activity31,248, 
S,Activity32,255, 
P,Activity33,266, 
S,Activity34,274, 
P,Activity35,283, 
D,Activity36,294, 
S,Activity37,305, 
S,Activity38,313, 
S,Activity39,323, 
S,Activity40,331, 
D,Activity41,341, 
S,Activity42,351, 
P,Activity43,361, 
P,Activity44,370, 
P,Activity45,376, 
S,Activity46,387, 
P,Activity47,397, 
S,Activity48,406, 
P,Activity49,417, 
D,Activity50,425, 
D,Activity51,435, 
P,Activity52,445, 
S,Activity53,455, 
P,Activity54,466, 
S,Activity55,473, 
S,Activity56,481, 
S,Activity57,492, 
P,Activity58,500, 
P,Activity59,508, 
P,Activity60,517, 
S,Activity61,528, 
P,Activity62,535, 
P,Activity63,545, 
P,Activity64,556, 
S,Activity65,566, 
S,Activity66,576, 
D,Activity67,584, 
P,Activity68,594, 
P,Activity69,602, 
S,Activity70,609, 
P,Activity71,618, 
D,Activity72,626, 
S,Activity73,634, 
S,Activity74,640, 
P,Activity75,649, 
S,Activity76,658, 
P,Activity77,669, 
D,Activity78,675, 
P,Activity79,681, 
S,Activity80,690, 
S,Activity81,701, 
P,Activity82,708, 
P,Activity83,714, 
P,Activity84,721, 
D,Activity85,729, 
P,Activity86,735, 
D,Activity87,744, 
S,Activity88,751, 
P,Activity89,759, 
D,Activity90,766, 
P,Activity91,775, 
P,Activity92,782, 
S,Activity93,791, 
P,Activity94,797, 
P,Activity95,806, 
S,Activity96,816, 
S,Activity97,822, 
S,Activity98,833, 
P,Activity99,840, 
S,Activity100,850, 
E,EndShift,856, 
