Equipment:3
Date:2017-2-11
Shift:1
Type,Activity,TimeStart,Other
D,Activity1,0, 
S,Activity2,6, 
P,Activity3,16, 
S,Activity4,26, 
P,Activity5,33, 
P,Activity6,44, 
P,Activity7,52, 
P,Activity8,62, 
P,Activity9,71, 
P,Activity10,79, 
D,Activity11,90, 
P,Activity12,98, 
P,Activity13,106, 
P,Activity14,117, 
S,Activity15,125, 
P,Activity16,133, 
P,Activity17,141, 
S,Activity18,151, 
S,Activity19,162, 
P,Activity20,170, 
P,Activity21,176, 
P,Activity22,183, 
S,Activity23,194, 
P,Activity24,203, 
P,Activity25,209, 
S,Activity26,217, 
P,Activity27,224, 
S,Activity28,232, 
P,Activity29,242, 
S,Activity30,248, 
P,Activity31,259, 
S,Activity32,265, 
P,Activity33,273, 
P,Activity34,281, 
S,Activity35,287, 
P,Activity36,294, 
P,Activity37,305, 
D,Activity38,311, 
P,Activity39,322, 
P,Activity40,332, 
P,Activity41,343, 
P,Activity42,352, 
S,Activity43,359, 
P,Activity44,369, 
S,Activity45,377, 
P,Activity46,385, 
P,Activity47,392, 
P,Activity48,398, 
P,Activity49,408, 
P,Activity50,414, 
P,Activity51,420, 
S,Activity52,431, 
P,Activity53,439, 
S,Activity54,450, 
S,Activity55,459, 
D,Activity56,470, 
P,Activity57,476, 
S,Activity58,487, 
P,Activity59,497, 
P,Activity60,503, 
S,Activity61,511, 
D,Activity62,522, 
S,Activity63,529, 
P,Activity64,535, 
D,Activity65,541, 
P,Activity66,549, 
P,Activity67,559, 
P,Activity68,569, 
S,Activity69,575, 
P,Activity70,585, 
D,Activity71,592, 
S,Activity72,603, 
P,Activity73,614, 
P,Activity74,625, 
P,Activity75,635, 
D,Activity76,643, 
P,Activity77,650, 
P,Activity78,661, 
S,Activity79,671, 
P,Activity80,680, 
P,Activity81,690, 
S,Activity82,700, 
P,Activity83,710, 
D,Activity84,716, 
P,Activity85,722, 
P,Activity86,728, 
P,Activity87,739, 
D,Activity88,745, 
D,Activity89,754, 
S,Activity90,761, 
P,Activity91,770, 
P,Activity92,776, 
D,Activity93,787, 
D,Activity94,795, 
P,Activity95,803, 
P,Activity96,811, 
P,Activity97,818, 
P,Activity98,827, 
D,Activity99,833, 
P,Activity100,839, 
E,EndShift,845, 
