Equipment:1
Date:1
Shift:1
Type,Activity,TimeStart,Other
S,Activity1,0, 
S,Activity2,9, 
P,Activity3,20, 
S,Activity4,30, 
P,Activity5,37, 
P,Activity6,47, 
P,Activity7,58, 
P,Activity8,69, 
P,Activity9,78, 
S,Activity10,88, 
P,Activity11,99, 
P,Activity12,106, 
P,Activity13,117, 
D,Activity14,123, 
P,Activity15,134, 
P,Activity16,142, 
S,Activity17,149, 
S,Activity18,155, 
P,Activity19,161, 
P,Activity20,172, 
D,Activity21,183, 
P,Activity22,193, 
P,Activity23,201, 
P,Activity24,212, 
P,Activity25,219, 
D,Activity26,225, 
P,Activity27,233, 
D,Activity28,241, 
P,Activity29,247, 
S,Activity30,254, 
P,Activity31,262, 
P,Activity32,272, 
S,Activity33,282, 
P,Activity34,289, 
P,Activity35,296, 
P,Activity36,304, 
S,Activity37,312, 
P,Activity38,321, 
P,Activity39,328, 
S,Activity40,336, 
S,Activity41,342, 
S,Activity42,351, 
P,Activity43,362, 
P,Activity44,369, 
P,Activity45,380, 
S,Activity46,388, 
P,Activity47,394, 
S,Activity48,403, 
S,Activity49,412, 
P,Activity50,418, 
S,Activity51,426, 
S,Activity52,436, 
S,Activity53,446, 
S,Activity54,456, 
S,Activity55,462, 
D,Activity56,472, 
S,Activity57,478, 
S,Activity58,487, 
S,Activity59,497, 
P,Activity60,505, 
P,Activity61,511, 
P,Activity62,517, 
P,Activity63,523, 
P,Activity64,531, 
P,Activity65,541, 
P,Activity66,548, 
S,Activity67,559, 
S,Activity68,570, 
P,Activity69,580, 
P,Activity70,587, 
S,Activity71,595, 
P,Activity72,606, 
P,Activity73,616, 
P,Activity74,622, 
P,Activity75,633, 
P,Activity76,640, 
P,Activity77,646, 
S,Activity78,654, 
P,Activity79,660, 
S,Activity80,669, 
P,Activity81,679, 
S,Activity82,690, 
P,Activity83,701, 
P,Activity84,709, 
P,Activity85,720, 
D,Activity86,730, 
P,Activity87,738, 
P,Activity88,745, 
P,Activity89,755, 
S,Activity90,766, 
P,Activity91,774, 
S,Activity92,785, 
S,Activity93,791, 
P,Activity94,797, 
P,Activity95,808, 
S,Activity96,819, 
S,Activity97,829, 
P,Activity98,837, 
P,Activity99,845, 
P,Activity100,854, 
E,EndShift,868, 
