Equipment:3
Date:2017-2-10
Shift:1
Type,Activity,TimeStart,Other
D,Activity1,0, 
D,Activity2,8, 
P,Activity3,19, 
P,Activity4,26, 
P,Activity5,32, 
P,Activity6,42, 
P,Activity7,51, 
D,Activity8,61, 
P,Activity9,68, 
P,Activity10,77, 
P,Activity11,83, 
P,Activity12,93, 
S,Activity13,102, 
P,Activity14,113, 
P,Activity15,123, 
D,Activity16,132, 
S,Activity17,141, 
S,Activity18,148, 
P,Activity19,159, 
P,Activity20,169, 
S,Activity21,178, 
P,Activity22,187, 
P,Activity23,193, 
P,Activity24,201, 
P,Activity25,207, 
P,Activity26,214, 
P,Activity27,223, 
P,Activity28,233, 
P,Activity29,242, 
P,Activity30,248, 
S,Activity31,255, 
P,Activity32,262, 
S,Activity33,268, 
S,Activity34,277, 
S,Activity35,285, 
S,Activity36,291, 
P,Activity37,297, 
S,Activity38,308, 
D,Activity39,315, 
D,Activity40,323, 
S,Activity41,329, 
S,Activity42,339, 
S,Activity43,347, 
P,Activity44,356, 
P,Activity45,367, 
P,Activity46,376, 
D,Activity47,383, 
D,Activity48,394, 
S,Activity49,404, 
D,Activity50,412, 
P,Activity51,423, 
P,Activity52,429, 
D,Activity53,436, 
P,Activity54,442, 
P,Activity55,453, 
P,Activity56,460, 
P,Activity57,467, 
D,Activity58,477, 
P,Activity59,488, 
S,Activity60,495, 
P,Activity61,505, 
P,Activity62,516, 
P,Activity63,525, 
P,Activity64,534, 
S,Activity65,540, 
P,Activity66,549, 
S,Activity67,557, 
P,Activity68,566, 
D,Activity69,577, 
P,Activity70,588, 
P,Activity71,594, 
P,Activity72,603, 
P,Activity73,611, 
P,Activity74,618, 
P,Activity75,629, 
S,Activity76,636, 
S,Activity77,646, 
P,Activity78,655, 
P,Activity79,666, 
P,Activity80,676, 
P,Activity81,683, 
S,Activity82,689, 
S,Activity83,697, 
S,Activity84,704, 
S,Activity85,712, 
S,Activity86,719, 
S,Activity87,729, 
D,Activity88,737, 
P,Activity89,744, 
P,Activity90,752, 
P,Activity91,761, 
S,Activity92,768, 
P,Activity93,775, 
P,Activity94,786, 
D,Activity95,793, 
P,Activity96,804, 
P,Activity97,811, 
P,Activity98,821, 
P,Activity99,830, 
S,Activity100,837, 
E,EndShift,853, 
